soc_code,occupation_title,employment_2024,employment_2034,employment_change_numeric,employment_change_percent,annual_openings_avg,percent_self_employed,typical_education,work_experience,typical_training,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean,hourly_pct10,hourly_pct25,hourly_pct75,hourly_pct90,total_employment_oews,oews_occupation_title
49-3023,Automotive service technicians and mechanics,805.6,839.2,33.6,4.2,70.0,13.8,Postsecondary nondegree award,,Short-term on-the-job training,49670.0,55260.0,33660.0,38140.0,65660.0,80850.0,23.88,26.57,16.18,18.34,31.57,38.87,688840.0,Automotive Service Technicians and Mechanics
49-3031,Bus and truck mechanics and diesel engine specialists,319.9,327.7,7.8,2.4,26.5,6.8,High school diploma or equivalent,,Long-term on-the-job training,60640.0,62480.0,41670.0,49240.0,73690.0,85980.0,29.15,30.04,20.04,23.68,35.43,41.34,287230.0,Bus and Truck Mechanics and Diesel Engine Specialists
49-3041,Farm equipment mechanics and service technicians,39.0,43.3,4.3,11.0,3.7,3.4,High school diploma or equivalent,,Long-term on-the-job training,52080.0,55290.0,36920.0,45660.0,63070.0,76860.0,25.04,26.58,17.75,21.95,30.32,36.95,36880.0,Farm Equipment Mechanics and Service Technicians
49-3042,"Mobile heavy equipment mechanics, except engines",188.7,199.6,10.9,5.8,16.5,3.2,High school diploma or equivalent,,Long-term on-the-job training,63980.0,67580.0,45450.0,53500.0,78090.0,92360.0,30.76,32.49,21.85,25.72,37.54,44.41,180270.0,"Mobile Heavy Equipment Mechanics, Except Engines"
49-3043,Rail car repairers,17.9,18.4,0.5,2.8,1.5,3.3,High school diploma or equivalent,,Long-term on-the-job training,65680.0,67610.0,45670.0,51640.0,80150.0,92000.0,31.58,32.5,21.96,24.83,38.54,44.23,18300.0,Rail Car Repairers
49-3051,Motorboat mechanics and service technicians,26.2,27.8,1.6,6.0,2.6,7.9,High school diploma or equivalent,,Long-term on-the-job training,54950.0,56450.0,35950.0,45070.0,65120.0,78820.0,26.42,27.14,17.29,21.67,31.31,37.89,24250.0,Motorboat Mechanics and Service Technicians
49-3052,Motorcycle mechanics,14.9,15.7,0.8,5.3,1.5,8.0,Postsecondary nondegree award,,Short-term on-the-job training,47200.0,49650.0,31770.0,38270.0,58880.0,70210.0,22.69,23.87,15.27,18.4,28.31,33.76,14010.0,Motorcycle Mechanics
49-3053,Outdoor power equipment and other small engine mechanics,36.9,37.8,0.9,2.5,3.5,7.6,High school diploma or equivalent,,Moderate-term on-the-job training,46560.0,48200.0,33600.0,38260.0,56080.0,64540.0,22.38,23.18,16.15,18.4,26.96,31.03,34240.0,Outdoor Power Equipment and Other Small Engine Mechanics
49-3091,Bicycle repairers,13.2,12.9,-0.3,-2.3,1.6,5.0,High school diploma or equivalent,,Moderate-term on-the-job training,40360.0,41550.0,30640.0,35880.0,47560.0,52130.0,19.4,19.98,14.73,17.25,22.87,25.06,12590.0,Bicycle Repairers
49-3092,Recreational vehicle service technicians,19.5,21.7,2.2,11.5,2.8,5.1,High school diploma or equivalent,,Long-term on-the-job training,50540.0,55380.0,35480.0,43370.0,63300.0,76650.0,24.3,26.63,17.06,20.85,30.43,36.85,18710.0,Recreational Vehicle Service Technicians
49-3093,Tire repairers and changers,113.4,119.9,6.5,5.7,15.3,5.0,High school diploma or equivalent,,Short-term on-the-job training,37120.0,39140.0,29880.0,33990.0,43810.0,48900.0,17.85,18.82,14.37,16.34,21.06,23.51,106620.0,Tire Repairers and Changers
49-9011,Mechanical door repairers,28.4,31.7,3.2,11.4,2.7,,High school diploma or equivalent,,Moderate-term on-the-job training,51050.0,54110.0,37160.0,44720.0,61350.0,73160.0,24.54,26.01,17.87,21.5,29.5,35.17,27970.0,Mechanical Door Repairers
49-9012,"Control and valve installers and repairers, except mechanical door",47.7,48.3,0.6,1.3,3.9,,High school diploma or equivalent,,Moderate-term on-the-job training,74690.0,75970.0,43840.0,53060.0,97400.0,109050.0,35.91,36.52,21.08,25.51,46.83,52.43,46920.0,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",425.2,459.7,34.5,8.1,40.1,4.8,Postsecondary nondegree award,,Long-term on-the-job training,59810.0,62690.0,39130.0,47850.0,74820.0,91020.0,28.75,30.14,18.81,23.0,35.97,43.76,396870.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9031,Home appliance repairers,37.3,38.3,1.0,2.6,3.1,14.7,High school diploma or equivalent,,Moderate-term on-the-job training,49410.0,53580.0,33280.0,40280.0,61750.0,77800.0,23.76,25.76,16.0,19.37,29.69,37.4,31940.0,Home Appliance Repairers
49-9041,Industrial machinery mechanics,439.6,510.3,70.7,16.1,45.7,1.7,High school diploma or equivalent,,Long-term on-the-job training,63760.0,67160.0,45090.0,52710.0,78070.0,92730.0,30.65,32.29,21.68,25.34,37.53,44.58,421940.0,Industrial Machinery Mechanics
49-9043,"Maintenance workers, machinery",57.5,55.9,-1.6,-2.8,4.8,,High school diploma or equivalent,,Long-term on-the-job training,60500.0,61820.0,40080.0,48600.0,72260.0,83560.0,29.09,29.72,19.27,23.36,34.74,40.17,56540.0,"Maintenance Workers, Machinery"
49-9044,Millwrights,41.3,41.3,0.0,0.0,3.6,,High school diploma or equivalent,,Apprenticeship,65170.0,68640.0,45100.0,55420.0,80580.0,93740.0,31.33,33.0,21.68,26.65,38.74,45.07,40660.0,Millwrights
49-9045,"Refractory materials repairers, except brickmasons",1.1,0.9,-0.2,-16.9,0.1,,High school diploma or equivalent,,Moderate-term on-the-job training,58540.0,61480.0,37050.0,48380.0,73940.0,81440.0,28.15,29.56,17.81,23.26,35.55,39.16,1100.0,"Refractory Materials Repairers, Except Brickmasons"
49-9051,Electrical power-line installers and repairers,127.4,135.8,8.4,6.6,10.7,1.4,High school diploma or equivalent,,Long-term on-the-job training,92560.0,90110.0,50020.0,65740.0,107940.0,126610.0,44.5,43.32,24.05,31.61,51.89,60.87,123680.0,Electrical Power-Line Installers and Repairers
49-9052,Telecommunications line installers and repairers,99.9,96.8,-3.1,-3.1,8.9,1.3,High school diploma or equivalent,,Long-term on-the-job training,70500.0,72440.0,42940.0,50620.0,95520.0,104840.0,33.9,34.83,20.65,24.34,45.92,50.41,98360.0,Telecommunications Line Installers and Repairers
49-9061,Camera and photographic equipment repairers,2.3,1.9,-0.3,-15.1,0.2,8.7,High school diploma or equivalent,,Long-term on-the-job training,49300.0,53420.0,36020.0,42590.0,62400.0,76550.0,23.7,25.69,17.32,20.48,30.0,36.8,2010.0,Camera and Photographic Equipment Repairers
49-9062,Medical equipment repairers,68.0,76.8,8.8,12.9,7.3,9.4,Associate's degree,,Moderate-term on-the-job training,62630.0,66810.0,39060.0,48100.0,79440.0,99290.0,30.11,32.12,18.78,23.12,38.19,47.74,60830.0,Medical Equipment Repairers
49-9063,Musical instrument repairers and tuners,6.2,6.3,0.1,1.4,0.6,9.8,High school diploma or equivalent,,Apprenticeship,45320.0,49020.0,30130.0,35820.0,56960.0,73430.0,21.79,23.57,14.49,17.22,27.38,35.3,5730.0,Musical Instrument Repairers and Tuners
49-9064,Watch and clock repairers,1.4,1.4,0.0,-1.1,0.1,9.8,High school diploma or equivalent,,Long-term on-the-job training,60690.0,62450.0,39920.0,46530.0,77340.0,92570.0,29.18,30.03,19.19,22.37,37.18,44.5,1300.0,Watch and Clock Repairers
49-9069,"Precision instrument and equipment repairers, all other",10.8,11.0,0.2,2.0,1.0,7.7,High school diploma or equivalent,,Long-term on-the-job training,67080.0,70420.0,44530.0,52090.0,82030.0,100730.0,32.25,33.86,21.41,25.04,39.44,48.43,9680.0,"Precision Instrument and Equipment Repairers, All Other"
49-9071,"Maintenance and repair workers, general",1629.7,1692.1,62.4,3.8,159.8,1.1,High school diploma or equivalent,,Moderate-term on-the-job training,48620.0,52430.0,33860.0,39050.0,61710.0,76110.0,23.38,25.21,16.28,18.77,29.67,36.59,1531700.0,"Maintenance and Repair Workers, General"
49-9081,Wind turbine service technicians,13.6,20.5,6.8,49.9,2.3,16.7,Postsecondary nondegree award,,Long-term on-the-job training,62580.0,67580.0,49110.0,58910.0,75640.0,88090.0,30.09,32.49,23.61,28.32,36.37,42.35,11220.0,Wind Turbine Service Technicians
49-9091,"Coin, vending, and amusement machine servicers and repairers",32.5,31.6,-0.9,-2.9,3.5,11.5,High school diploma or equivalent,,Short-term on-the-job training,47350.0,48530.0,31420.0,38580.0,56290.0,64720.0,22.77,23.33,15.11,18.55,27.06,31.11,28260.0,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9092,Commercial divers,4.2,4.5,0.4,8.5,0.4,16.6,Postsecondary nondegree award,,Moderate-term on-the-job training,61130.0,78110.0,39130.0,49370.0,93840.0,152580.0,29.39,37.55,18.81,23.74,45.11,73.36,3430.0,Commercial Divers
49-9094,Locksmiths and safe repairers,18.8,17.2,-1.6,-8.3,1.7,16.2,High school diploma or equivalent,,Long-term on-the-job training,50490.0,55200.0,34750.0,40650.0,64330.0,79340.0,24.27,26.54,16.71,19.54,30.93,38.14,15550.0,Locksmiths and Safe Repairers
49-9095,Manufactured building and mobile home installers,3.1,3.3,0.2,5.9,0.3,17.0,High school diploma or equivalent,,Short-term on-the-job training,41080.0,42620.0,30280.0,35290.0,48410.0,57190.0,19.75,20.49,14.56,16.96,23.28,27.5,2610.0,Manufactured Building and Mobile Home Installers
49-9096,Riggers,24.6,25.4,0.8,3.2,2.5,,High school diploma or equivalent,,Moderate-term on-the-job training,62060.0,66600.0,38930.0,47940.0,79340.0,100480.0,29.84,32.02,18.71,23.05,38.14,48.31,24190.0,Riggers
49-9097,Signal and track switch repairers,8.7,8.8,0.1,1.7,0.8,15.3,High school diploma or equivalent,,Moderate-term on-the-job training,83600.0,84940.0,57410.0,75680.0,95620.0,104860.0,40.19,40.84,27.6,36.38,45.97,50.41,8210.0,Signal and Track Switch Repairers
49-9098,"Helpers--installation, maintenance, and repair workers",98.7,101.0,2.2,2.3,11.8,,High school diploma or equivalent,,Short-term on-the-job training,38860.0,40750.0,28770.0,33760.0,46600.0,54650.0,18.68,19.59,13.83,16.23,22.4,26.27,97540.0,"Helpers--Installation, Maintenance, and Repair Workers"
49-9099,"Installation, maintenance, and repair workers, all other",221.2,226.5,5.4,2.4,21.5,15.4,High school diploma or equivalent,,Moderate-term on-the-job training,48640.0,53270.0,35270.0,40700.0,61090.0,77150.0,23.39,25.61,16.96,19.57,29.37,37.09,183690.0,"Installation, Maintenance, and Repair Workers, All Other"
51-1011,First-line supervisors of production and operating workers,698.6,706.9,8.3,1.2,67.7,1.2,High school diploma or equivalent,Less than 5 years,,71190.0,74540.0,45790.0,56330.0,86770.0,106960.0,34.23,35.84,22.01,27.08,41.72,51.42,685140.0,First-Line Supervisors of Production and Operating Workers
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",33.6,28.7,-4.9,-14.5,2.8,0.7,High school diploma or equivalent,,Moderate-term on-the-job training,61680.0,66510.0,46040.0,53180.0,75240.0,94950.0,29.65,31.98,22.13,25.57,36.17,45.65,32890.0,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-2021,"Coil winders, tapers, and finishers",12.2,11.5,-0.8,-6.3,1.2,,High school diploma or equivalent,,Moderate-term on-the-job training,47260.0,48940.0,35180.0,39380.0,57800.0,62790.0,22.72,23.53,16.91,18.93,27.79,30.19,12170.0,"Coil Winders, Tapers, and Finishers"
51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",261.4,273.3,11.9,4.6,29.6,,High school diploma or equivalent,,Moderate-term on-the-job training,44040.0,45930.0,34110.0,37450.0,49830.0,61080.0,21.17,22.08,16.4,18.0,23.96,29.36,261140.0,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers"
51-2031,Engine and other machine assemblers,38.4,30.3,-8.1,-21.1,2.8,,High school diploma or equivalent,,Moderate-term on-the-job training,52540.0,56040.0,37950.0,42790.0,70050.0,74300.0,25.26,26.94,18.25,20.57,33.68,35.72,38420.0,Engine and Other Machine Assemblers
51-2041,Structural metal fabricators and fitters,53.8,45.0,-8.8,-16.3,4.1,0.8,High school diploma or equivalent,,Moderate-term on-the-job training,49900.0,52740.0,37370.0,44290.0,59810.0,70510.0,23.99,25.36,17.96,21.29,28.75,33.9,53380.0,Structural Metal Fabricators and Fitters
51-2051,Fiberglass laminators and fabricators,18.6,19.4,0.8,4.2,2.1,0.7,High school diploma or equivalent,,Moderate-term on-the-job training,45760.0,47320.0,35950.0,39230.0,51530.0,61370.0,22.0,22.75,17.28,18.86,24.77,29.5,18520.0,Fiberglass Laminators and Fabricators
51-2061,Timing device assemblers and adjusters,0.2,0.2,0.0,-17.5,0.0,,High school diploma or equivalent,,Moderate-term on-the-job training,40790.0,42410.0,26240.0,27850.0,58440.0,65580.0,19.61,20.39,12.62,13.39,28.1,31.53,230.0,Timing Device Assemblers and Adjusters
51-2090,Miscellaneous assemblers and fabricators,1467.1,1465.9,-1.3,-0.1,156.3,0.7,High school diploma or equivalent,,Moderate-term on-the-job training,42210.0,44860.0,31650.0,36660.0,49410.0,62030.0,20.29,21.57,15.22,17.62,23.76,29.82,1457800.0,Miscellaneous Assemblers and Fabricators
51-3011,Bakers,249.1,263.2,14.0,5.6,39.9,6.2,No formal educational credential,,Moderate-term on-the-job training,36650.0,37670.0,27560.0,31470.0,42570.0,48260.0,17.62,18.11,13.25,15.13,20.46,23.2,231890.0,Bakers
51-3021,Butchers and meat cutters,143.1,144.5,1.4,1.0,16.9,1.8,No formal educational credential,,Long-term on-the-job training,38960.0,41300.0,28850.0,34460.0,47200.0,57130.0,18.73,19.86,13.87,16.57,22.69,27.47,140040.0,Butchers and Meat Cutters
51-3022,"Meat, poultry, and fish cutters and trimmers",146.8,154.9,8.1,5.5,18.4,1.8,No formal educational credential,,Short-term on-the-job training,37700.0,38640.0,29200.0,34050.0,43450.0,48680.0,18.13,18.58,14.04,16.37,20.89,23.41,141090.0,"Meat, Poultry, and Fish Cutters and Trimmers"
51-3023,Slaughterers and meat packers,69.6,71.2,1.5,2.2,8.4,1.8,No formal educational credential,,Short-term on-the-job training,39790.0,40710.0,31470.0,35940.0,45930.0,49460.0,19.13,19.57,15.13,17.28,22.08,23.78,67500.0,Slaughterers and Meat Packers
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",20.7,20.8,0.1,0.6,2.4,8.8,No formal educational credential,,Moderate-term on-the-job training,42730.0,44140.0,32390.0,36610.0,48680.0,60070.0,20.54,21.22,15.57,17.6,23.4,28.88,19500.0,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-3092,Food batchmakers,173.5,185.4,11.9,6.9,24.2,0.6,High school diploma or equivalent,,Moderate-term on-the-job training,40790.0,42830.0,30850.0,35340.0,49010.0,57800.0,19.61,20.59,14.83,16.99,23.56,27.79,171660.0,Food Batchmakers
51-3093,Food cooking machine operators and tenders,29.7,29.9,0.2,0.6,4.4,6.2,High school diploma or equivalent,,Moderate-term on-the-job training,40550.0,41930.0,30540.0,35310.0,47420.0,54170.0,19.49,20.16,14.68,16.98,22.8,26.04,27660.0,Food Cooking Machine Operators and Tenders
51-3099,"Food processing workers, all other",58.7,61.8,3.1,5.3,6.5,1.7,No formal educational credential,,Moderate-term on-the-job training,38420.0,39260.0,30290.0,35360.0,43020.0,47470.0,18.47,18.88,14.56,17.0,20.68,22.82,57920.0,"Food Processing Workers, All Other"
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",66.0,66.8,0.8,1.2,6.5,,High school diploma or equivalent,,Moderate-term on-the-job training,46980.0,48170.0,35390.0,39370.0,54360.0,62470.0,22.59,23.16,17.01,18.93,26.14,30.04,65700.0,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",8.8,7.2,-1.7,-18.9,0.6,,High school diploma or equivalent,,Moderate-term on-the-job training,49240.0,50900.0,35150.0,41350.0,59270.0,69540.0,23.67,24.47,16.9,19.88,28.5,33.43,8760.0,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",22.5,20.6,-1.9,-8.3,1.9,,High school diploma or equivalent,,Moderate-term on-the-job training,48630.0,50940.0,37090.0,41600.0,57730.0,67500.0,23.38,24.49,17.83,20.0,27.76,32.45,22350.0,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",174.7,153.6,-21.1,-12.1,14.4,,High school diploma or equivalent,,Moderate-term on-the-job training,45590.0,47060.0,35000.0,38400.0,52150.0,62650.0,21.92,22.62,16.83,18.46,25.07,30.12,174430.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",5.3,4.3,-1.0,-19.6,0.4,,High school diploma or equivalent,,Moderate-term on-the-job training,46630.0,50330.0,35360.0,41100.0,56820.0,65200.0,22.42,24.2,17.0,19.76,27.32,31.34,5310.0,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",70.1,61.7,-8.4,-12.0,5.5,,High school diploma or equivalent,,Moderate-term on-the-job training,45190.0,46600.0,34980.0,38420.0,51380.0,61550.0,21.73,22.41,16.82,18.47,24.7,29.59,70110.0,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",18.9,16.4,-2.6,-13.6,1.5,,High school diploma or equivalent,,Moderate-term on-the-job training,48620.0,50190.0,36200.0,41180.0,58100.0,65450.0,23.38,24.13,17.4,19.8,27.93,31.47,18970.0,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",13.8,11.8,-2.0,-14.4,1.1,,High school diploma or equivalent,,Moderate-term on-the-job training,48310.0,52940.0,36810.0,41650.0,61290.0,75000.0,23.22,25.45,17.7,20.02,29.46,36.06,13810.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4041,Machinists,299.5,299.6,0.0,0.0,29.5,0.3,High school diploma or equivalent,,Long-term on-the-job training,56150.0,57390.0,38100.0,46250.0,64910.0,78760.0,27.0,27.59,18.32,22.23,31.21,37.86,298790.0,Machinists
51-4051,Metal-refining furnace operators and tenders,20.8,20.3,-0.5,-2.3,2.0,1.2,High school diploma or equivalent,,Moderate-term on-the-job training,55770.0,57290.0,38760.0,46550.0,65070.0,80280.0,26.81,27.55,18.63,22.38,31.29,38.59,20330.0,Metal-Refining Furnace Operators and Tenders
51-4052,"Pourers and casters, metal",5.9,5.7,-0.3,-4.7,0.6,1.2,High school diploma or equivalent,,Moderate-term on-the-job training,48940.0,51320.0,37250.0,41410.0,59850.0,68030.0,23.53,24.68,17.91,19.91,28.78,32.71,5830.0,"Pourers and Casters, Metal"
51-4061,"Model makers, metal and plastic",3.2,2.6,-0.6,-18.2,0.3,,High school diploma or equivalent,,Moderate-term on-the-job training,62700.0,65840.0,38430.0,48860.0,79470.0,95780.0,30.14,31.65,18.47,23.49,38.21,46.05,3230.0,"Model Makers, Metal and Plastic"
51-4062,"Patternmakers, metal and plastic",1.6,1.2,-0.4,-24.4,0.1,,High school diploma or equivalent,,Moderate-term on-the-job training,54540.0,57930.0,39150.0,47520.0,66590.0,79690.0,26.22,27.85,18.82,22.85,32.02,38.31,1570.0,"Patternmakers, Metal and Plastic"
51-4071,Foundry mold and coremakers,12.7,9.4,-3.3,-25.9,0.9,,High school diploma or equivalent,,Moderate-term on-the-job training,45700.0,46910.0,36220.0,39370.0,51360.0,61390.0,21.97,22.55,17.41,18.93,24.69,29.52,12720.0,Foundry Mold and Coremakers
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",154.6,148.8,-5.8,-3.8,15.9,,High school diploma or equivalent,,Moderate-term on-the-job training,41230.0,44130.0,31990.0,36290.0,49100.0,60110.0,19.82,21.22,15.38,17.45,23.61,28.9,154820.0,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",131.0,130.3,-0.7,-0.5,12.8,1.1,High school diploma or equivalent,,Moderate-term on-the-job training,46060.0,48590.0,34130.0,38320.0,56220.0,72850.0,22.14,23.36,16.41,18.42,27.03,35.02,129850.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4111,Tool and die makers,55.2,49.3,-6.0,-10.8,4.7,,Postsecondary nondegree award,,Long-term on-the-job training,63180.0,65100.0,44200.0,51200.0,77430.0,87660.0,30.38,31.3,21.25,24.61,37.23,42.15,55130.0,Tool and Die Makers
51-4121,"Welders, cutters, solderers, and brazers",457.3,467.2,9.9,2.2,45.6,6.3,High school diploma or equivalent,,Moderate-term on-the-job training,51000.0,55100.0,38130.0,45580.0,61610.0,75850.0,24.52,26.49,18.33,21.91,29.62,36.47,424040.0,"Welders, Cutters, Solderers, and Brazers"
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",38.9,35.4,-3.5,-9.0,3.2,6.4,High school diploma or equivalent,,Moderate-term on-the-job training,47060.0,49270.0,35780.0,39480.0,55870.0,66190.0,22.62,23.69,17.2,18.98,26.86,31.82,36290.0,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",14.8,12.9,-1.9,-12.8,1.2,1.0,High school diploma or equivalent,,Moderate-term on-the-job training,47450.0,49030.0,35260.0,39900.0,56330.0,64290.0,22.81,23.57,16.95,19.18,27.08,30.91,14590.0,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-4192,"Layout workers, metal and plastic",5.7,5.4,-0.3,-5.4,0.5,,High school diploma or equivalent,,Moderate-term on-the-job training,61870.0,65770.0,40430.0,51810.0,76980.0,93230.0,29.74,31.62,19.44,24.91,37.01,44.82,5610.0,"Layout Workers, Metal and Plastic"
51-4193,"Plating machine setters, operators, and tenders, metal and plastic",31.7,27.4,-4.3,-13.6,2.5,1.0,High school diploma or equivalent,,Moderate-term on-the-job training,41600.0,43820.0,31940.0,36620.0,48990.0,58320.0,20.0,21.07,15.36,17.61,23.55,28.04,31510.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4194,"Tool grinders, filers, and sharpeners",5.8,5.4,-0.5,-7.8,0.5,1.0,High school diploma or equivalent,,Moderate-term on-the-job training,48970.0,51790.0,33770.0,39520.0,60210.0,74120.0,23.54,24.9,16.24,19.0,28.95,35.64,5730.0,"Tool Grinders, Filers, and Sharpeners"
51-4199,"Metal workers and plastic workers, all other",20.4,18.5,-1.9,-9.5,1.7,1.0,High school diploma or equivalent,,Moderate-term on-the-job training,42750.0,45850.0,33850.0,36890.0,49930.0,62800.0,20.56,22.05,16.27,17.74,24.01,30.19,20270.0,"Metal Workers and Plastic Workers, All Other"
51-5111,Prepress technicians and workers,26.2,22.3,-3.8,-14.6,2.8,12.9,Postsecondary nondegree award,,,47300.0,49130.0,34270.0,39000.0,57530.0,65530.0,22.74,23.62,16.48,18.75,27.66,31.5,23070.0,Prepress Technicians and Workers
51-5112,Printing press operators,150.2,138.0,-12.2,-8.1,13.7,4.2,High school diploma or equivalent,,Moderate-term on-the-job training,45160.0,46620.0,31450.0,36970.0,54340.0,63060.0,21.71,22.41,15.12,17.77,26.13,30.32,145110.0,Printing Press Operators
51-5113,Print binding and finishing workers,35.8,30.0,-5.8,-16.1,2.8,,High school diploma or equivalent,,Moderate-term on-the-job training,39820.0,43040.0,31110.0,36070.0,48240.0,57980.0,19.14,20.69,14.96,17.34,23.19,27.87,36470.0,Print Binding and Finishing Workers
51-6011,Laundry and dry-cleaning workers,202.6,213.5,10.9,5.4,31.9,2.3,No formal educational credential,,Short-term on-the-job training,33800.0,33990.0,26270.0,29530.0,36760.0,42370.0,16.25,16.34,12.63,14.2,17.67,20.37,195360.0,Laundry and Dry-Cleaning Workers
51-6021,"Pressers, textile, garment, and related materials",28.4,24.6,-3.8,-13.5,2.8,,No formal educational credential,,Short-term on-the-job training,33880.0,33370.0,24960.0,29060.0,36830.0,41410.0,16.29,16.04,12.0,13.97,17.71,19.91,26830.0,"Pressers, Textile, Garment, and Related Materials"
51-6031,Sewing machine operators,124.0,110.7,-13.3,-10.8,13.0,11.2,No formal educational credential,,Short-term on-the-job training,36000.0,36680.0,26860.0,31200.0,40810.0,47060.0,17.31,17.64,12.91,15.0,19.62,22.62,109590.0,Sewing Machine Operators
51-6041,Shoe and leather workers and repairers,9.5,9.1,-0.4,-3.8,0.9,19.1,High school diploma or equivalent,,Moderate-term on-the-job training,35950.0,36280.0,25170.0,29400.0,41400.0,48090.0,17.29,17.44,12.1,14.13,19.91,23.12,7640.0,Shoe and Leather Workers and Repairers
51-6042,Shoe machine operators and tenders,4.1,3.9,-0.2,-3.7,0.4,19.0,High school diploma or equivalent,,Short-term on-the-job training,38160.0,37230.0,24160.0,30450.0,43390.0,47860.0,18.35,17.9,11.61,14.64,20.86,23.01,3270.0,Shoe Machine Operators and Tenders
51-6051,"Sewers, hand",5.4,5.0,-0.4,-7.0,0.7,57.2,No formal educational credential,,Moderate-term on-the-job training,33760.0,34810.0,25530.0,29210.0,38180.0,46320.0,16.23,16.74,12.28,14.04,18.36,22.27,2240.0,"Sewers, Hand"
51-6052,"Tailors, dressmakers, and custom sewers",38.8,37.1,-1.7,-4.5,5.0,57.4,No formal educational credential,,Moderate-term on-the-job training,40860.0,44050.0,27110.0,33480.0,49780.0,62490.0,19.64,21.18,13.04,16.1,23.94,30.04,16290.0,"Tailors, Dressmakers, and Custom Sewers"
51-6061,Textile bleaching and dyeing machine operators and tenders,6.2,5.5,-0.6,-10.1,0.7,2.4,High school diploma or equivalent,,Short-term on-the-job training,37320.0,39000.0,28990.0,32350.0,43230.0,47660.0,17.94,18.75,13.94,15.55,20.79,22.92,5820.0,Textile Bleaching and Dyeing Machine Operators and Tenders
51-6062,"Textile cutting machine setters, operators, and tenders",9.3,8.2,-1.1,-11.7,1.0,2.4,High school diploma or equivalent,,Moderate-term on-the-job training,37940.0,38500.0,27230.0,32380.0,43710.0,49080.0,18.24,18.51,13.09,15.57,21.01,23.6,8960.0,"Textile Cutting Machine Setters, Operators, and Tenders"
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",15.3,13.6,-1.7,-11.2,1.7,2.4,High school diploma or equivalent,,Short-term on-the-job training,38260.0,39470.0,29640.0,34530.0,44180.0,48070.0,18.4,18.97,14.25,16.6,21.24,23.11,14530.0,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",21.7,19.8,-1.9,-9.0,2.5,2.4,High school diploma or equivalent,,Moderate-term on-the-job training,37660.0,38440.0,30380.0,35270.0,40970.0,46940.0,18.11,18.48,14.61,16.96,19.7,22.57,20600.0,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",15.2,15.0,-0.2,-1.1,2.0,,High school diploma or equivalent,,Moderate-term on-the-job training,44980.0,47420.0,35590.0,38990.0,54690.0,63650.0,21.63,22.8,17.11,18.75,26.29,30.6,14900.0,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
