cip4,SOC2018Code,SOC2018Title,source_cip6_count
46.04,47-2142,Paperhangers,1
46.04,47-2181,Roofers,1
46.04,47-2221,Structural Iron and Steel Workers,1
46.04,47-2231,Solar Photovoltaic Installers,1
46.04,47-4011,Construction and Building Inspectors,1
46.04,49-9071,"Maintenance and Repair Workers, General",1
46.04,49-9095,Manufactured Building and Mobile Home Installers,1
46.05,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,4
46.05,47-2152,"Plumbers, Pipefitters, and Steamfitters",3
46.05,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,1
46.05,47-5011,"Derrick Operators, Oil and Gas",1
46.05,47-5012,"Rotary Drill Operators, Oil and Gas",1
46.05,47-5023,"Earth Drillers, Except Oil and Gas",1
46.05,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",2
47.00,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1
47.00,49-9099,"Installation, Maintenance, and Repair Workers, All Other",1
47.01,43-2099,"Communications Equipment Operators, All Other",1
47.01,49-2011,"Computer, Automated Teller, and Office Machine Repairers",2
47.01,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",1
47.01,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1
47.01,49-2092,"Electric Motor, Power Tool, and Related Repairers",1
47.01,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2
47.01,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1
47.01,49-2097,Audiovisual Equipment Installers and Repairers,1
47.01,49-2098,Security and Fire Alarm Systems Installers,1
47.01,49-9031,Home Appliance Repairers,1
47.01,49-9052,Telecommunications Line Installers and Repairers,1
47.01,49-9099,"Installation, Maintenance, and Repair Workers, All Other",1
47.01,51-9141,Semiconductor Processing Technicians,1
47.02,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1
47.03,47-4021,Elevator and Escalator Installers and Repairers,1
47.03,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1
47.03,49-3043,Rail Car Repairers,1
47.03,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",2
47.03,49-9041,Industrial Machinery Mechanics,1
47.03,49-9043,"Maintenance Workers, Machinery",1
47.03,49-9044,Millwrights,1
47.03,49-9045,"Refractory Materials Repairers, Except Brickmasons",1
47.03,49-9081,Wind Turbine Service Technicians,1
47.04,49-9061,Camera and Photographic Equipment Repairers,1
47.04,49-9063,Musical Instrument Repairers and Tuners,1
47.04,49-9064,Watch and Clock Repairers,1
47.04,49-9069,"Precision Instrument and Equipment Repairers, All Other",1
47.04,49-9094,Locksmiths and Safe Repairers,1
47.04,49-9099,"Installation, Maintenance, and Repair Workers, All Other",2
47.04,51-2061,Timing Device Assemblers and Adjusters,1
47.04,51-9071,Jewelers and Precious Stone and Metal Workers,1
47.06,13-1032,"Insurance Appraisers, Auto Damage",1
47.06,17-3021,Aerospace Engineering and Operations Technologists and Technicians,1
47.06,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
47.06,49-2091,Avionics Technicians,1
47.06,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1
47.06,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",1
47.06,49-3011,Aircraft Mechanics and Service Technicians,2
47.06,49-3021,Automotive Body and Related Repairers,1
47.06,49-3022,Automotive Glass Installers and Repairers,1
47.06,49-3023,Automotive Service Technicians and Mechanics,6
47.06,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2
47.06,49-3051,Motorboat Mechanics and Service Technicians,2
47.06,49-3052,Motorcycle Mechanics,1
47.06,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,1
47.06,49-3091,Bicycle Repairers,1
47.06,49-3092,Recreational Vehicle Service Technicians,1
47.06,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3
47.06,51-2031,Engine and Other Machine Assemblers,1
47.06,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1
47.07,47-2231,Solar Photovoltaic Installers,1
47.07,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",5
47.07,49-9041,Industrial Machinery Mechanics,3
47.07,49-9081,Wind Turbine Service Technicians,2
47.07,49-9099,"Installation, Maintenance, and Repair Workers, All Other",5
48.03,51-6041,Shoe and Leather Workers and Repairers,1
48.03,51-6042,Shoe Machine Operators and Tenders,1
48.03,51-6093,Upholsterers,1
48.05,47-2211,Sheet Metal Workers,1
48.05,51-2041,Structural Metal Fabricators and Fitters,2
48.05,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1
48.05,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1
48.05,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2
48.05,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2
48.05,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1
48.05,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2
48.05,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1
48.05,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1
48.05,51-4041,Machinists,2
48.05,51-4061,"Model Makers, Metal and Plastic",1
48.05,51-4062,"Patternmakers, Metal and Plastic",1
48.05,51-4071,Foundry Mold and Coremakers,1
48.05,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2
48.05,51-4111,Tool and Die Makers,1
48.05,51-4121,"Welders, Cutters, Solderers, and Brazers",1
48.05,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1
48.05,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2
48.05,51-4192,"Layout Workers, Metal and Plastic",2
48.05,51-4194,"Tool Grinders, Filers, and Sharpeners",1
48.05,51-4199,"Metal Workers and Plastic Workers, All Other",3
48.05,51-9161,Computer Numerically Controlled Tool Operators,2
48.05,51-9162,Computer Numerically Controlled Tool Programmers,1
48.07,51-7011,Cabinetmakers and Bench Carpenters,1
48.07,51-7021,Furniture Finishers,1
48.07,51-7031,"Model Makers, Wood",2
48.07,51-7032,"Patternmakers, Wood",1
48.07,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1
48.07,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2
48.07,51-7099,"Woodworkers, All Other",5
48.08,47-2011,Boilermakers,1
49.01,11-3071,"Transportation, Storage, and Distribution Managers",2
49.01,53-1044,First-Line Supervisors of Passenger Attendants,1
49.01,53-2011,"Airline Pilots, Copilots, and Flight Engineers",2
49.01,53-2012,Commercial Pilots,2
49.01,53-2021,Air Traffic Controllers,1
49.01,53-2022,Airfield Operations Specialists,1
49.01,53-2031,Flight Attendants,1
49.02,25-1194,"Career/Technical Education Teachers, Postsecondary",1
49.02,45-4022,Logging Equipment Operators,1
49.02,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",1
49.02,47-2072,Pile Driver Operators,1
49.02,47-2073,Operating Engineers and Other Construction Equipment Operators,2
49.02,47-4051,Highway Maintenance Workers,2
49.02,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1
49.02,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1
49.02,47-5023,"Earth Drillers, Except Oil and Gas",1
49.02,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",1
49.02,47-5041,Continuous Mining Machine Operators,1
49.02,47-5049,"Underground Mining Machine Operators, All Other",1
49.02,47-5099,"Extraction Workers, All Other",1
49.02,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,1
49.02,53-1049,"First-Line Supervisors of Transportation Workers, All Other",1
49.02,53-3032,Heavy and Tractor-Trailer Truck Drivers,1
49.02,53-3033,Light Truck Drivers,1
49.02,53-3051,"Bus Drivers, School",1
49.02,53-3052,"Bus Drivers, Transit and Intercity",1
49.02,53-3053,Shuttle Drivers and Chauffeurs,1
49.02,53-4011,Locomotive Engineers,1
49.02,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1
49.02,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1
49.02,53-4031,Railroad Conductors and Yardmasters,1
49.02,53-4041,Subway and Streetcar Operators,1
49.02,53-4099,"Rail Transportation Workers, All Other",1
49.02,53-7021,Crane and Tower Operators,2
49.02,53-7031,Dredge Operators,1
49.02,53-7041,Hoist and Winch Operators,1
49.02,53-7051,Industrial Truck and Tractor Operators,1
49.02,53-7199,"Material Moving Workers, All Other",1
49.03,49-9092,Commercial Divers,1
49.03,53-5021,"Captains, Mates, and Pilots of Water Vessels",2
49.03,53-5022,Motorboat Operators,2
49.03,53-5031,Ship Engineers,1
50.01,25-1121,"Art, Drama, and Music Teachers, Postsecondary",2
50.01,27-1011,Art Directors,1
50.01,27-1012,Craft Artists,1
50.01,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",1
50.01,27-1014,Special Effects Artists and Animators,1
50.01,27-1019,"Artists and Related Workers, All Other",2
50.01,27-1024,Graphic Designers,1
50.01,27-4021,Photographers,2
50.02,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1
50.02,27-1012,Craft Artists,1
50.02,27-1019,"Artists and Related Workers, All Other",1
50.03,25-1121,"Art, Drama, and Music Teachers, Postsecondary",3
50.03,27-2031,Dancers,3
50.03,27-2032,Choreographers,3
50.04,15-1255,Web and Digital Interface Designers,2
50.04,25-1031,"Architecture Teachers, Postsecondary",1
50.04,25-1121,"Art, Drama, and Music Teachers, Postsecondary",6
50.04,25-1199,"Postsecondary Teachers, All Other",1
50.04,27-1011,Art Directors,1
50.04,27-1014,Special Effects Artists and Animators,2
50.04,27-1019,"Artists and Related Workers, All Other",3
50.04,27-1021,Commercial and Industrial Designers,3
50.04,27-1022,Fashion Designers,1
50.04,27-1024,Graphic Designers,4
50.04,27-1025,Interior Designers,1
50.04,27-1027,Set and Exhibit Designers,2
50.04,27-1029,"Designers, All Other",3
50.04,27-4021,Photographers,1
50.05,25-1121,"Art, Drama, and Music Teachers, Postsecondary",11
50.05,27-1022,Fashion Designers,1
50.05,27-1027,Set and Exhibit Designers,1
50.05,27-2011,Actors,7
50.05,27-2012,Producers and Directors,5
50.05,27-2031,Dancers,2
50.05,27-2032,Choreographers,2
50.05,27-2041,Music Directors and Composers,1
50.05,27-2042,Musicians and Singers,1
50.05,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",4
50.05,27-3043,Writers and Authors,2
50.05,39-3092,Costume Attendants,1
50.06,25-1121,"Art, Drama, and Music Teachers, Postsecondary",5
50.06,25-1122,"Communications Teachers, Postsecondary",1
50.06,27-2012,Producers and Directors,3
50.06,27-4021,Photographers,1
50.06,27-4031,"Camera Operators, Television, Video, and Film",2
50.06,27-4032,Film and Video Editors,2
50.07,13-2022,Appraisers of Personal and Business Property,1
50.07,25-1121,"Art, Drama, and Music Teachers, Postsecondary",13
50.07,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
50.07,25-4011,Archivists,1
50.07,25-4012,Curators,1
50.07,25-4013,Museum Technicians and Conservators,1
50.07,27-1011,Art Directors,1
50.07,27-1012,Craft Artists,9
50.07,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",9
50.07,27-1014,Special Effects Artists and Animators,3
50.07,27-1019,"Artists and Related Workers, All Other",2
50.07,27-4021,Photographers,1
50.07,51-9071,Jewelers and Precious Stone and Metal Workers,2
50.09,25-1121,"Art, Drama, and Music Teachers, Postsecondary",16
50.09,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
50.09,27-2041,Music Directors and Composers,8
50.09,27-2042,Musicians and Singers,11
50.09,27-2091,"Disc Jockeys, Except Radio",1
50.09,27-4014,Sound Engineering Technicians,1
50.10,11-9199,"Managers, All Other",4
50.10,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",3
50.10,25-1121,"Art, Drama, and Music Teachers, Postsecondary",5
50.10,27-2012,Producers and Directors,1
50.10,27-2041,Music Directors and Composers,1
50.11,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1
50.11,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",1
50.11,27-1019,"Artists and Related Workers, All Other",1
50.99,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1
51.00,21-1091,Health Education Specialists,1
51.00,21-1094,Community Health Workers,1
51.01,25-1071,"Health Specialties Teachers, Postsecondary",1
51.01,29-1011,Chiropractors,1
51.02,25-1071,"Health Specialties Teachers, Postsecondary",5
51.02,29-1127,Speech-Language Pathologists,4
51.02,29-1181,Audiologists,4
51.04,25-1071,"Health Specialties Teachers, Postsecondary",1
51.04,29-1021,"Dentists, General",1
51.05,21-1091,Health Education Specialists,1
51.05,25-1071,"Health Specialties Teachers, Postsecondary",14
51.05,29-1021,"Dentists, General",2
51.05,29-1022,Oral and Maxillofacial Surgeons,1
51.05,29-1023,Orthodontists,1
51.05,29-1024,Prosthodontists,1
51.05,29-1029,"Dentists, All Other Specialists",10
51.06,25-1071,"Health Specialties Teachers, Postsecondary",3
51.06,29-1292,Dental Hygienists,1
51.06,31-9091,Dental Assistants,1
51.06,51-9081,Dental Laboratory Technicians,1
51.07,11-3012,Administrative Services Managers,1
51.07,11-3013,Facilities Managers,1
51.07,11-9033,"Education Administrators, Postsecondary",1
51.07,11-9111,Medical and Health Services Managers,9
51.07,11-9199,"Managers, All Other",1
51.07,13-1031,"Claims Adjusters, Examiners, and Investigators",1
51.07,13-1041,Compliance Officers,2
51.07,15-1212,Information Security Analysts,1
51.07,15-1232,Computer User Support Specialists,1
51.07,15-1251,Computer Programmers,1
51.07,25-1011,"Business Teachers, Postsecondary",1
51.07,29-2072,Medical Records Specialists,4
51.07,29-9021,Health Information Technologists and Medical Registrars,5
51.07,29-9099,"Healthcare Practitioners and Technical Workers, All Other",1
51.07,31-9092,Medical Assistants,1
51.07,31-9094,Medical Transcriptionists,1
51.07,31-9099,"Healthcare Support Workers, All Other",5
51.07,43-1011,First-Line Supervisors of Office and Administrative Support Workers,3
51.07,43-6013,Medical Secretaries and Administrative Assistants,5
51.08,25-1071,"Health Specialties Teachers, Postsecondary",4
51.08,29-2012,Medical and Clinical Laboratory Technicians,1
51.08,29-2052,Pharmacy Technicians,1
51.08,29-2055,Surgical Technologists,1
51.08,29-2099,"Health Technologists and Technicians, All Other",2
51.08,31-2011,Occupational Therapy Assistants,1
51.08,31-2021,Physical Therapist Assistants,1
51.08,31-9092,Medical Assistants,3
51.08,31-9099,"Healthcare Support Workers, All Other",4
51.08,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1
51.09,19-4051,Nuclear Technicians,1
51.09,19-5012,Occupational Health and Safety Technicians,1
51.09,25-1071,"Health Specialties Teachers, Postsecondary",23
51.09,29-1071,Physician Assistants,1
51.09,29-1124,Radiation Therapists,1
51.09,29-1126,Respiratory Therapists,1
51.09,29-2031,Cardiovascular Technologists and Technicians,4
51.09,29-2032,Diagnostic Medical Sonographers,1
51.09,29-2033,Nuclear Medicine Technologists,1
51.09,29-2034,Radiologic Technologists and Technicians,3
51.09,29-2035,Magnetic Resonance Imaging Technologists,1
51.09,29-2036,Medical Dosimetrists,1
51.09,29-2042,Emergency Medical Technicians,1
51.09,29-2043,Paramedics,1
51.09,29-2055,Surgical Technologists,1
51.09,29-2092,Hearing Aid Specialists,1
51.09,29-2099,"Health Technologists and Technicians, All Other",11
51.09,29-9091,Athletic Trainers,1
51.09,29-9093,Surgical Assistants,1
51.10,25-1071,"Health Specialties Teachers, Postsecondary",13
51.10,29-2011,Medical and Clinical Laboratory Technologists,5
51.10,29-2012,Medical and Clinical Laboratory Technicians,6
51.10,29-2055,Surgical Technologists,1
51.10,29-2099,"Health Technologists and Technicians, All Other",1
51.10,31-9093,Medical Equipment Preparers,1
51.10,31-9097,Phlebotomists,1
51.10,51-9083,Ophthalmic Laboratory Technicians,1
51.12,29-1081,Podiatrists,1
51.12,29-1211,Anesthesiologists,2
51.12,29-1212,Cardiologists,2
51.12,29-1213,Dermatologists,2
51.12,29-1214,Emergency Medicine Physicians,2
51.12,29-1215,Family Medicine Physicians,2
51.12,29-1216,General Internal Medicine Physicians,2
51.12,29-1217,Neurologists,2
51.12,29-1218,Obstetricians and Gynecologists,2
51.12,29-1221,"Pediatricians, General",2
51.12,29-1222,"Physicians, Pathologists",2
51.12,29-1223,Psychiatrists,2
51.12,29-1224,Radiologists,2
51.12,29-1229,"Physicians, All Other",2
51.12,29-1241,"Ophthalmologists, Except Pediatric",2
51.12,29-1242,"Orthopedic Surgeons, Except Pediatric",2
51.12,29-1243,Pediatric Surgeons,2
51.12,29-1249,"Surgeons, All Other",2
51.14,11-9121,Natural Sciences Managers,1
51.14,19-1041,Epidemiologists,1
51.14,19-1042,"Medical Scientists, Except Epidemiologists",4
51.14,25-1071,"Health Specialties Teachers, Postsecondary",1
51.14,29-1029,"Dentists, All Other Specialists",1
51.14,29-1229,"Physicians, All Other",1
51.15,19-3033,Clinical and Counseling Psychologists,1
51.15,21-1011,Substance Abuse and Behavioral Disorder Counselors,2
51.15,21-1013,Marriage and Family Therapists,4
51.15,21-1014,Mental Health Counselors,5
51.15,21-1019,"Counselors, All Other",2
51.15,21-1021,"Child, Family, and School Social Workers",1
51.15,21-1022,Healthcare Social Workers,3
51.15,21-1023,Mental Health and Substance Abuse Social Workers,1
51.15,21-1029,"Social Workers, All Other",1
51.15,21-1091,Health Education Specialists,1
51.15,21-1094,Community Health Workers,1
51.15,21-2011,Clergy,1
51.15,21-2021,"Directors, Religious Activities and Education",1
51.15,25-1066,"Psychology Teachers, Postsecondary",1
51.15,25-1071,"Health Specialties Teachers, Postsecondary",1
51.15,25-1113,"Social Work Teachers, Postsecondary",1
51.15,29-2053,Psychiatric Technicians,1
51.15,29-9092,Genetic Counselors,1
51.15,31-1133,Psychiatric Aides,1
51.17,29-1041,Optometrists,1
51.18,29-2057,Ophthalmic Medical Technicians,3
51.18,29-2081,"Opticians, Dispensing",1
51.20,11-2021,Marketing Managers,1
51.20,11-2022,Sales Managers,1
51.20,11-3051,Industrial Production Managers,2
51.20,11-9111,Medical and Health Services Managers,5
51.20,11-9121,Natural Sciences Managers,1
51.20,11-9199,"Managers, All Other",1
51.20,19-1021,Biochemists and Biophysicists,1
51.20,19-1042,"Medical Scientists, Except Epidemiologists",4
51.20,19-2031,Chemists,1
51.20,19-3011,Economists,1
51.20,25-1052,"Chemistry Teachers, Postsecondary",1
51.20,25-1063,"Economics Teachers, Postsecondary",1
51.20,25-1071,"Health Specialties Teachers, Postsecondary",12
51.20,29-1051,Pharmacists,2
51.22,11-9111,Medical and Health Services Managers,7
51.22,13-1041,Compliance Officers,1
51.22,19-1041,Epidemiologists,1
51.22,19-1042,"Medical Scientists, Except Epidemiologists",1
51.22,19-2012,Physicists,1
51.22,19-2041,"Environmental Scientists and Specialists, Including Health",1
51.22,19-5011,Occupational Health and Safety Specialists,3
51.22,19-5012,Occupational Health and Safety Technicians,3
51.22,21-1091,Health Education Specialists,5
51.22,21-1094,Community Health Workers,5
51.22,25-1054,"Physics Teachers, Postsecondary",1
51.22,25-1071,"Health Specialties Teachers, Postsecondary",11
51.22,29-9092,Genetic Counselors,1
51.23,17-2199,"Engineers, All Other",1
51.23,19-1099,"Life Scientists, All Other",1
51.23,21-1015,Rehabilitation Counselors,3
51.23,25-1071,"Health Specialties Teachers, Postsecondary",15
51.23,29-1122,Occupational Therapists,1
51.23,29-1123,Physical Therapists,2
51.23,29-1125,Recreational Therapists,1
51.23,29-1128,Exercise Physiologists,1
51.23,29-1129,"Therapists, All Other",9
51.23,29-2091,Orthotists and Prosthetists,2
51.23,51-9082,Medical Appliance Technicians,2
51.26,31-1121,Home Health Aides,1
51.26,31-1122,Personal Care Aides,1
51.26,31-1131,Nursing Assistants,1
51.26,31-1133,Psychiatric Aides,1
51.26,31-2012,Occupational Therapy Aides,1
51.26,31-2022,Physical Therapist Aides,2
51.26,31-9099,"Healthcare Support Workers, All Other",2
51.27,15-1221,Computer and Information Research Scientists,1
51.27,15-1299,"Computer Occupations, All Other",1
51.27,25-1199,"Postsecondary Teachers, All Other",1
51.27,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",1
51.27,29-9021,Health Information Technologists and Medical Registrars,1
51.31,29-1031,Dietitians and Nutritionists,3
51.31,29-2051,Dietetic Technicians,3
51.32,11-9033,"Education Administrators, Postsecondary",2
51.32,11-9111,Medical and Health Services Managers,2
51.32,19-3041,Sociologists,1
51.32,19-3091,Anthropologists and Archeologists,1
51.32,19-3092,Geographers,1
51.32,19-3093,Historians,2
51.32,19-3099,"Social Scientists and Related Workers, All Other",1
51.32,21-1094,Community Health Workers,1
51.32,21-2021,"Directors, Religious Activities and Education",1
51.32,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1
51.32,25-1071,"Health Specialties Teachers, Postsecondary",1
51.32,25-1072,"Nursing Instructors and Teachers, Postsecondary",1
51.32,25-1081,"Education Teachers, Postsecondary",1
51.32,25-1125,"History Teachers, Postsecondary",1
51.32,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
51.32,25-1199,"Postsecondary Teachers, All Other",2
51.32,29-9099,"Healthcare Practitioners and Technical Workers, All Other",1
51.33,29-1291,Acupuncturists,1
51.33,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",7
51.33,29-9099,"Healthcare Practitioners and Technical Workers, All Other",1
51.34,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",2
51.35,25-1071,"Health Specialties Teachers, Postsecondary",4
51.35,31-9011,Massage Therapists,4
51.36,25-1071,"Health Specialties Teachers, Postsecondary",1
51.36,29-1129,"Therapists, All Other",1
51.36,39-9031,Exercise Trainers and Group Fitness Instructors,1
51.37,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",5
51.37,29-9099,"Healthcare Practitioners and Technical Workers, All Other",1
51.38,11-9111,Medical and Health Services Managers,3
51.38,25-1072,"Nursing Instructors and Teachers, Postsecondary",22
51.38,29-1141,Registered Nurses,21
51.38,29-1151,Nurse Anesthetists,1
51.38,29-1161,Nurse Midwives,1
51.38,29-1171,Nurse Practitioners,20
51.39,29-2061,Licensed Practical and Licensed Vocational Nurses,2
51.39,31-1131,Nursing Assistants,2
52.01,11-1011,Chief Executives,1
52.01,11-1021,General and Operations Managers,1
52.01,11-2022,Sales Managers,1
52.01,11-3012,Administrative Services Managers,1
52.01,11-3013,Facilities Managers,1
52.01,11-3051,Industrial Production Managers,1
52.01,11-3071,"Transportation, Storage, and Distribution Managers",1
52.01,11-9021,Construction Managers,1
52.01,11-9072,"Entertainment and Recreation Managers, Except Gambling",1
52.01,11-9151,Social and Community Service Managers,1
52.01,11-9179,"Personal Service Managers, All Other",1
52.01,11-9199,"Managers, All Other",1
52.01,13-1051,Cost Estimators,1
52.01,13-1082,Project Management Specialists,1
52.01,13-1111,Management Analysts,1
52.01,13-2022,Appraisers of Personal and Business Property,1
52.01,25-1011,"Business Teachers, Postsecondary",1
52.02,11-1011,Chief Executives,2
52.02,11-1021,General and Operations Managers,4
52.02,11-2022,Sales Managers,1
52.02,11-2033,Fundraising Managers,2
52.02,11-3012,Administrative Services Managers,4
52.02,11-3013,Facilities Managers,3
52.02,11-3021,Computer and Information Systems Managers,1
52.02,11-3031,Financial Managers,1
52.02,11-3051,Industrial Production Managers,4
52.02,11-3061,Purchasing Managers,1
52.02,11-3071,"Transportation, Storage, and Distribution Managers",3
52.02,11-3111,Compensation and Benefits Managers,1
52.02,11-3121,Human Resources Managers,2
52.02,11-3131,Training and Development Managers,2
52.02,11-9021,Construction Managers,2
52.02,11-9033,"Education Administrators, Postsecondary",1
52.02,11-9039,"Education Administrators, All Other",1
52.02,11-9041,Architectural and Engineering Managers,1
52.02,11-9072,"Entertainment and Recreation Managers, Except Gambling",1
52.02,11-9111,Medical and Health Services Managers,4
52.02,11-9121,Natural Sciences Managers,3
52.02,11-9151,Social and Community Service Managers,2
52.02,11-9179,"Personal Service Managers, All Other",2
52.02,11-9199,"Managers, All Other",7
52.02,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",1
52.02,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1
52.02,13-1051,Cost Estimators,1
52.02,13-1071,Human Resources Specialists,1
52.02,13-1081,Logisticians,3
52.02,13-1082,Project Management Specialists,3
52.02,13-1111,Management Analysts,2
52.02,13-1131,Fundraisers,1
52.02,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1
52.02,13-1199,"Business Operations Specialists, All Other",2
52.02,13-2053,Insurance Underwriters,1
52.02,13-2054,Financial Risk Specialists,1
52.02,13-2099,"Financial Specialists, All Other",1
52.02,15-2011,Actuaries,1
52.02,25-1011,"Business Teachers, Postsecondary",9
52.02,41-1011,First-Line Supervisors of Retail Sales Workers,2
52.02,43-1011,First-Line Supervisors of Office and Administrative Support Workers,3
52.02,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1
52.02,51-1011,First-Line Supervisors of Production and Operating Workers,1
52.03,11-3031,Financial Managers,2
52.03,13-2011,Accountants and Auditors,4
52.03,13-2022,Appraisers of Personal and Business Property,3
52.03,13-2031,Budget Analysts,2
52.03,13-2041,Credit Analysts,1
52.03,13-2051,Financial and Investment Analysts,2
52.03,13-2054,Financial Risk Specialists,3
52.03,13-2061,Financial Examiners,2
52.03,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1
52.03,13-2082,Tax Preparers,2
52.03,25-1011,"Business Teachers, Postsecondary",4
52.03,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1
52.03,43-3051,Payroll and Timekeeping Clerks,1
52.03,43-4011,Brokerage Clerks,1
52.03,43-9111,Statistical Assistants,1
52.04,13-1199,"Business Operations Specialists, All Other",1
52.04,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2
52.04,43-3061,Procurement Clerks,1
52.04,43-4021,Correspondence Clerks,1
52.04,43-4051,Customer Service Representatives,2
52.04,43-4071,File Clerks,1
52.04,43-4151,Order Clerks,3
52.04,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2
52.04,43-4171,Receptionists and Information Clerks,1
52.04,43-5011,Cargo and Freight Agents,2
52.04,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1
52.04,43-5061,"Production, Planning, and Expediting Clerks",1
52.04,43-6011,Executive Secretaries and Executive Administrative Assistants,2
52.04,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2
52.04,43-9021,Data Entry Keyers,1
52.04,43-9022,Word Processors and Typists,1
52.04,43-9041,Insurance Claims and Policy Processing Clerks,1
52.04,43-9061,"Office Clerks, General",1
52.05,11-2032,Public Relations Managers,2
52.05,11-2033,Fundraising Managers,1
52.05,13-1131,Fundraisers,1
52.05,25-1011,"Business Teachers, Postsecondary",2
52.05,25-1122,"Communications Teachers, Postsecondary",2
52.05,27-3031,Public Relations Specialists,2
52.05,27-3041,Editors,3
52.05,27-3042,Technical Writers,3
52.05,27-3043,Writers and Authors,2
52.05,43-9081,Proofreaders and Copy Markers,1
52.06,13-1111,Management Analysts,1
52.06,13-2054,Financial Risk Specialists,1
52.06,19-3011,Economists,1
52.06,19-3022,Survey Researchers,1
52.06,25-1063,"Economics Teachers, Postsecondary",1
52.07,11-1011,Chief Executives,2
52.07,11-1021,General and Operations Managers,2
52.07,11-9179,"Personal Service Managers, All Other",1
52.07,11-9199,"Managers, All Other",4
52.07,25-1011,"Business Teachers, Postsecondary",2
52.08,11-1011,Chief Executives,1
