soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",482,Rail Transportation,40,0.0002534372426028005
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",484,Truck Transportation,40,0.0002534372426028005
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",622,Hospitals,30,0.00019007793195210037
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",711,"Performing Arts, Spectator Sports, and Related Industries",30,0.00019007793195210037
51-9141,Semiconductor Processing Technicians,334,Computer and Electronic Product Manufacturing,31330,0.985840151038389
51-9141,Semiconductor Processing Technicians,541,"Professional, Scientific, and Technical Services",360,0.011327879169288861
51-9141,Semiconductor Processing Technicians,336,Transportation Equipment Manufacturing,90,0.0028319697923222154
51-9151,Photographic Process Workers and Processing Machine Operators,541,"Professional, Scientific, and Technical Services",1920,0.38866396761133604
51-9151,Photographic Process Workers and Processing Machine Operators,812,Personal and Laundry Services,950,0.19230769230769232
51-9151,Photographic Process Workers and Processing Machine Operators,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",870,0.17611336032388664
51-9151,Photographic Process Workers and Processing Machine Operators,561,Administrative and Support Services,340,0.06882591093117409
51-9151,Photographic Process Workers and Processing Machine Operators,323,Printing and Related Support Activities,160,0.032388663967611336
51-9151,Photographic Process Workers and Processing Machine Operators,551,Management of Companies and Enterprises,140,0.02834008097165992
51-9151,Photographic Process Workers and Processing Machine Operators,339,Miscellaneous Manufacturing,120,0.024291497975708502
51-9151,Photographic Process Workers and Processing Machine Operators,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",120,0.024291497975708502
51-9151,Photographic Process Workers and Processing Machine Operators,611,Educational Services,110,0.022267206477732792
51-9151,Photographic Process Workers and Processing Machine Operators,423,"Merchant Wholesalers, Durable Goods",70,0.01417004048582996
51-9151,Photographic Process Workers and Processing Machine Operators,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",70,0.01417004048582996
51-9151,Photographic Process Workers and Processing Machine Operators,332,Fabricated Metal Product Manufacturing,40,0.008097165991902834
51-9151,Photographic Process Workers and Processing Machine Operators,322,Paper Manufacturing,30,0.006072874493927126
51-9161,Computer Numerically Controlled Tool Operators,332,Fabricated Metal Product Manufacturing,61970,0.35228241714513103
51-9161,Computer Numerically Controlled Tool Operators,333,Machinery Manufacturing,34180,0.19430390540617362
51-9161,Computer Numerically Controlled Tool Operators,336,Transportation Equipment Manufacturing,26450,0.15036098004661475
51-9161,Computer Numerically Controlled Tool Operators,339,Miscellaneous Manufacturing,8240,0.046842135182763915
51-9161,Computer Numerically Controlled Tool Operators,334,Computer and Electronic Product Manufacturing,6620,0.03763288045023023
51-9161,Computer Numerically Controlled Tool Operators,331,Primary Metal Manufacturing,6390,0.03632539366721619
51-9161,Computer Numerically Controlled Tool Operators,561,Administrative and Support Services,4940,0.02808254220908419
51-9161,Computer Numerically Controlled Tool Operators,326,Plastics and Rubber Products Manufacturing,4820,0.027400375191859474
51-9161,Computer Numerically Controlled Tool Operators,423,"Merchant Wholesalers, Durable Goods",4290,0.02438747086578364
51-9161,Computer Numerically Controlled Tool Operators,335,"Electrical Equipment, Appliance, and Component Manufacturing",3670,0.020862941276789268
51-9161,Computer Numerically Controlled Tool Operators,337,Furniture and Related Product Manufacturing,3300,0.018759592973679722
51-9161,Computer Numerically Controlled Tool Operators,327,Nonmetallic Mineral Product Manufacturing,2460,0.013984423853106703
51-9161,Computer Numerically Controlled Tool Operators,321,Wood Product Manufacturing,1270,0.007219600932294923
51-9161,Computer Numerically Controlled Tool Operators,323,Printing and Related Support Activities,1130,0.00642373941219942
51-9161,Computer Numerically Controlled Tool Operators,541,"Professional, Scientific, and Technical Services",1120,0.006366892160764027
51-9161,Computer Numerically Controlled Tool Operators,322,Paper Manufacturing,1100,0.006253197657893241
51-9161,Computer Numerically Controlled Tool Operators,238,Specialty Trade Contractors,1040,0.005912114149280882
51-9161,Computer Numerically Controlled Tool Operators,811,Repair and Maintenance,790,0.004490932863396055
51-9161,Computer Numerically Controlled Tool Operators,311,Food Manufacturing,490,0.002785515320334262
51-9161,Computer Numerically Controlled Tool Operators,325,Chemical Manufacturing,480,0.002728668068898869
51-9161,Computer Numerically Controlled Tool Operators,424,"Merchant Wholesalers, Nondurable Goods",390,0.002217042805980331
51-9161,Computer Numerically Controlled Tool Operators,237,Heavy and Civil Engineering Construction,110,0.000625319765789324
51-9161,Computer Numerically Controlled Tool Operators,551,Management of Companies and Enterprises,100,0.000568472514353931
51-9161,Computer Numerically Controlled Tool Operators,624,Social Assistance,90,0.0005116252629185379
51-9161,Computer Numerically Controlled Tool Operators,314,Textile Product Mills,70,0.0003979307600477517
51-9161,Computer Numerically Controlled Tool Operators,425,Wholesale Trade Agents and Brokers,70,0.0003979307600477517
51-9161,Computer Numerically Controlled Tool Operators,488,Support Activities for Transportation,70,0.0003979307600477517
51-9161,Computer Numerically Controlled Tool Operators,611,Educational Services,70,0.0003979307600477517
51-9161,Computer Numerically Controlled Tool Operators,441,Motor Vehicle and Parts Dealers,60,0.0003410835086123586
51-9161,Computer Numerically Controlled Tool Operators,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",60,0.0003410835086123586
51-9161,Computer Numerically Controlled Tool Operators,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",40,0.0002273890057415724
51-9161,Computer Numerically Controlled Tool Operators,213,Support Activities for Mining,30,0.0001705417543061793
51-9162,Computer Numerically Controlled Tool Programmers,332,Fabricated Metal Product Manufacturing,9410,0.3367931281317108
51-9162,Computer Numerically Controlled Tool Programmers,333,Machinery Manufacturing,6120,0.21904080171796708
51-9162,Computer Numerically Controlled Tool Programmers,336,Transportation Equipment Manufacturing,3840,0.13743736578382248
51-9162,Computer Numerically Controlled Tool Programmers,339,Miscellaneous Manufacturing,1150,0.041159627773801
51-9162,Computer Numerically Controlled Tool Programmers,334,Computer and Electronic Product Manufacturing,1070,0.03829634931997137
51-9162,Computer Numerically Controlled Tool Programmers,541,"Professional, Scientific, and Technical Services",870,0.03113815318539728
51-9162,Computer Numerically Controlled Tool Programmers,423,"Merchant Wholesalers, Durable Goods",840,0.030064423765211165
51-9162,Computer Numerically Controlled Tool Programmers,326,Plastics and Rubber Products Manufacturing,710,0.02541159627773801
51-9162,Computer Numerically Controlled Tool Programmers,335,"Electrical Equipment, Appliance, and Component Manufacturing",640,0.02290622763063708
51-9162,Computer Numerically Controlled Tool Programmers,337,Furniture and Related Product Manufacturing,630,0.022548317823908374
51-9162,Computer Numerically Controlled Tool Programmers,331,Primary Metal Manufacturing,550,0.01968503937007874
51-9162,Computer Numerically Controlled Tool Programmers,327,Nonmetallic Mineral Product Manufacturing,450,0.016105941302791697
51-9162,Computer Numerically Controlled Tool Programmers,238,Specialty Trade Contractors,370,0.013242662848962061
51-9162,Computer Numerically Controlled Tool Programmers,424,"Merchant Wholesalers, Nondurable Goods",200,0.0071581961345740875
51-9162,Computer Numerically Controlled Tool Programmers,321,Wood Product Manufacturing,180,0.006442376521116679
51-9162,Computer Numerically Controlled Tool Programmers,561,Administrative and Support Services,180,0.006442376521116679
51-9162,Computer Numerically Controlled Tool Programmers,551,Management of Companies and Enterprises,150,0.005368647100930566
51-9162,Computer Numerically Controlled Tool Programmers,325,Chemical Manufacturing,130,0.0046528274874731565
51-9162,Computer Numerically Controlled Tool Programmers,323,Printing and Related Support Activities,110,0.003937007874015748
51-9162,Computer Numerically Controlled Tool Programmers,311,Food Manufacturing,100,0.0035790980672870437
51-9162,Computer Numerically Controlled Tool Programmers,322,Paper Manufacturing,80,0.002863278453829635
51-9162,Computer Numerically Controlled Tool Programmers,811,Repair and Maintenance,80,0.002863278453829635
51-9162,Computer Numerically Controlled Tool Programmers,236,Construction of Buildings,40,0.0014316392269148174
51-9162,Computer Numerically Controlled Tool Programmers,488,Support Activities for Transportation,40,0.0014316392269148174
51-9191,Adhesive Bonding Machine Operators and Tenders,322,Paper Manufacturing,3040,0.25806451612903225
51-9191,Adhesive Bonding Machine Operators and Tenders,326,Plastics and Rubber Products Manufacturing,2100,0.17826825127334464
51-9191,Adhesive Bonding Machine Operators and Tenders,321,Wood Product Manufacturing,1900,0.16129032258064516
51-9191,Adhesive Bonding Machine Operators and Tenders,336,Transportation Equipment Manufacturing,1560,0.13242784380305603
51-9191,Adhesive Bonding Machine Operators and Tenders,337,Furniture and Related Product Manufacturing,890,0.07555178268251274
51-9191,Adhesive Bonding Machine Operators and Tenders,339,Miscellaneous Manufacturing,490,0.04159592529711375
51-9191,Adhesive Bonding Machine Operators and Tenders,335,"Electrical Equipment, Appliance, and Component Manufacturing",410,0.03480475382003396
51-9191,Adhesive Bonding Machine Operators and Tenders,561,Administrative and Support Services,370,0.031409168081494056
51-9191,Adhesive Bonding Machine Operators and Tenders,323,Printing and Related Support Activities,340,0.028862478777589132
51-9191,Adhesive Bonding Machine Operators and Tenders,332,Fabricated Metal Product Manufacturing,150,0.012733446519524618
51-9191,Adhesive Bonding Machine Operators and Tenders,314,Textile Product Mills,120,0.010186757215619695
51-9191,Adhesive Bonding Machine Operators and Tenders,333,Machinery Manufacturing,120,0.010186757215619695
51-9191,Adhesive Bonding Machine Operators and Tenders,334,Computer and Electronic Product Manufacturing,70,0.005942275042444821
51-9191,Adhesive Bonding Machine Operators and Tenders,311,Food Manufacturing,60,0.0050933786078098476
51-9191,Adhesive Bonding Machine Operators and Tenders,424,"Merchant Wholesalers, Nondurable Goods",50,0.004244482173174873
51-9191,Adhesive Bonding Machine Operators and Tenders,313,Textile Mills,40,0.003395585738539898
51-9191,Adhesive Bonding Machine Operators and Tenders,316,Leather and Allied Product Manufacturing,40,0.003395585738539898
51-9191,Adhesive Bonding Machine Operators and Tenders,551,Management of Companies and Enterprises,30,0.0025466893039049238
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",311,Food Manufacturing,5800,0.43186895011169024
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",332,Fabricated Metal Product Manufacturing,1690,0.12583767684288905
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",561,Administrative and Support Services,860,0.06403574087862993
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",336,Transportation Equipment Manufacturing,530,0.039463886820551006
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",331,Primary Metal Manufacturing,520,0.0387192851824274
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",325,Chemical Manufacturing,490,0.03648548026805659
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",334,Computer and Electronic Product Manufacturing,400,0.029784065524944156
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",424,"Merchant Wholesalers, Nondurable Goods",380,0.028294862248696945
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",423,"Merchant Wholesalers, Durable Goods",370,0.027550260610573342
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",212,Mining (except Oil and Gas),310,0.02308265078183172
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",115,Support Activities for Agriculture and Forestry,300,0.022338049143708117
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",339,Miscellaneous Manufacturing,290,0.021593447505584513
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",326,Plastics and Rubber Products Manufacturing,280,0.02084884586746091
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",312,Beverage and Tobacco Product Manufacturing,270,0.020104244229337303
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",333,Machinery Manufacturing,250,0.018615040953090096
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",493,Warehousing and Storage,190,0.014147431124348473
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",327,Nonmetallic Mineral Product Manufacturing,170,0.012658227848101266
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",322,Paper Manufacturing,90,0.006701414743112435
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",335,"Electrical Equipment, Appliance, and Component Manufacturing",80,0.005956813104988831
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",541,"Professional, Scientific, and Technical Services",70,0.0052122114668652275
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",323,Printing and Related Support Activities,50,0.0037230081906180195
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",562,Waste Management and Remediation Services,40,0.0029784065524944155
51-9193,Cooling and Freezing Equipment Operators and Tenders,311,Food Manufacturing,4950,0.7758620689655172
51-9193,Cooling and Freezing Equipment Operators and Tenders,493,Warehousing and Storage,430,0.06739811912225706
51-9193,Cooling and Freezing Equipment Operators and Tenders,312,Beverage and Tobacco Product Manufacturing,370,0.05799373040752351
51-9193,Cooling and Freezing Equipment Operators and Tenders,424,"Merchant Wholesalers, Nondurable Goods",240,0.03761755485893417
51-9193,Cooling and Freezing Equipment Operators and Tenders,561,Administrative and Support Services,130,0.02037617554858934
51-9193,Cooling and Freezing Equipment Operators and Tenders,115,Support Activities for Agriculture and Forestry,60,0.009404388714733543
51-9193,Cooling and Freezing Equipment Operators and Tenders,325,Chemical Manufacturing,60,0.009404388714733543
51-9193,Cooling and Freezing Equipment Operators and Tenders,339,Miscellaneous Manufacturing,60,0.009404388714733543
51-9193,Cooling and Freezing Equipment Operators and Tenders,713,"Amusement, Gambling, and Recreation Industries",50,0.007836990595611285
51-9193,Cooling and Freezing Equipment Operators and Tenders,324,Petroleum and Coal Products Manufacturing,30,0.004702194357366771
51-9194,Etchers and Engravers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",2500,0.3213367609254499
51-9194,Etchers and Engravers,332,Fabricated Metal Product Manufacturing,1200,0.15424164524421594
51-9194,Etchers and Engravers,339,Miscellaneous Manufacturing,1020,0.13110539845758354
51-9194,Etchers and Engravers,327,Nonmetallic Mineral Product Manufacturing,680,0.08740359897172237
51-9194,Etchers and Engravers,333,Machinery Manufacturing,460,0.05912596401028278
51-9194,Etchers and Engravers,541,"Professional, Scientific, and Technical Services",430,0.055269922879177376
51-9194,Etchers and Engravers,323,Printing and Related Support Activities,380,0.04884318766066838
51-9194,Etchers and Engravers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",260,0.033419023136246784
51-9194,Etchers and Engravers,335,"Electrical Equipment, Appliance, and Component Manufacturing",250,0.032133676092544985
51-9194,Etchers and Engravers,334,Computer and Electronic Product Manufacturing,180,0.02313624678663239
51-9194,Etchers and Engravers,336,Transportation Equipment Manufacturing,150,0.019280205655526992
51-9194,Etchers and Engravers,423,"Merchant Wholesalers, Durable Goods",120,0.015424164524421594
51-9194,Etchers and Engravers,561,Administrative and Support Services,100,0.012853470437017995
51-9194,Etchers and Engravers,321,Wood Product Manufacturing,50,0.006426735218508998
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",327,Nonmetallic Mineral Product Manufacturing,22030,0.6475602586713698
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",238,Specialty Trade Contractors,3000,0.08818342151675485
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",339,Miscellaneous Manufacturing,2340,0.06878306878306878
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",326,Plastics and Rubber Products Manufacturing,1990,0.058495002939447385
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",561,Administrative and Support Services,810,0.023809523809523808
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",710,0.020870076425631982
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",335,"Electrical Equipment, Appliance, and Component Manufacturing",460,0.01352145796590241
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",423,"Merchant Wholesalers, Durable Goods",440,0.012933568489124045
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",325,Chemical Manufacturing,430,0.012639623750734862
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",333,Machinery Manufacturing,330,0.009700176366843033
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",332,Fabricated Metal Product Manufacturing,320,0.00940623162845385
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",331,Primary Metal Manufacturing,290,0.008524397413286302
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",311,Food Manufacturing,230,0.006760728982951205
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",337,Furniture and Related Product Manufacturing,230,0.006760728982951205
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",212,Mining (except Oil and Gas),140,0.00411522633744856
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",334,Computer and Electronic Product Manufacturing,70,0.00205761316872428
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",336,Transportation Equipment Manufacturing,70,0.00205761316872428
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",321,Wood Product Manufacturing,50,0.0014697236919459142
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",312,Beverage and Tobacco Product Manufacturing,40,0.0011757789535567313
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",812,Personal and Laundry Services,40,0.0011757789535567313
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",322,Paper Manufacturing,88340,0.9145874314111192
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",323,Printing and Related Support Activities,2340,0.024226110363391656
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",424,"Merchant Wholesalers, Nondurable Goods",1700,0.01760016564861787
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",561,Administrative and Support Services,1570,0.016254270628429445
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",311,Food Manufacturing,880,0.009110673982813957
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",326,Plastics and Rubber Products Manufacturing,730,0.0075577181902888495
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",115,Support Activities for Agriculture and Forestry,320,0.003312972357386893
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",333,Machinery Manufacturing,280,0.0028988508127135316
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",493,Warehousing and Storage,200,0.002070607723366808
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",541,"Professional, Scientific, and Technical Services",110,0.0011388342478517446
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",332,Fabricated Metal Product Manufacturing,60,0.0006211823170100424
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",339,Miscellaneous Manufacturing,60,0.0006211823170100424
51-9197,Tire Builders,326,Plastics and Rubber Products Manufacturing,19800,0.9625668449197861
51-9197,Tire Builders,441,Motor Vehicle and Parts Dealers,600,0.02916869227029655
51-9197,Tire Builders,423,"Merchant Wholesalers, Durable Goods",170,0.008264462809917356
51-9198,Helpers--Production Workers,311,Food Manufacturing,33960,0.20576829859428017
51-9198,Helpers--Production Workers,332,Fabricated Metal Product Manufacturing,18320,0.11100339311682017
51-9198,Helpers--Production Workers,561,Administrative and Support Services,17660,0.10700436257876879
51-9198,Helpers--Production Workers,322,Paper Manufacturing,11160,0.06761997091614154
51-9198,Helpers--Production Workers,323,Printing and Related Support Activities,8100,0.04907901114881241
51-9198,Helpers--Production Workers,336,Transportation Equipment Manufacturing,6840,0.04144449830344159
51-9198,Helpers--Production Workers,333,Machinery Manufacturing,5980,0.03623364032961706
51-9198,Helpers--Production Workers,326,Plastics and Rubber Products Manufacturing,5570,0.033749394086282115
51-9198,Helpers--Production Workers,321,Wood Product Manufacturing,5150,0.031204556471158506
51-9198,Helpers--Production Workers,331,Primary Metal Manufacturing,4500,0.02726611730489578
51-9198,Helpers--Production Workers,811,Repair and Maintenance,4430,0.026841977702375182
51-9198,Helpers--Production Workers,339,Miscellaneous Manufacturing,3630,0.021994667959282597
51-9198,Helpers--Production Workers,325,Chemical Manufacturing,3190,0.019328647600581676
51-9198,Helpers--Production Workers,337,Furniture and Related Product Manufacturing,3030,0.01835918565196316
51-9198,Helpers--Production Workers,424,"Merchant Wholesalers, Nondurable Goods",2970,0.01799563742123122
51-9198,Helpers--Production Workers,238,Specialty Trade Contractors,2780,0.016844401357246727
51-9198,Helpers--Production Workers,423,"Merchant Wholesalers, Durable Goods",2630,0.01593553078041687
51-9198,Helpers--Production Workers,334,Computer and Electronic Product Manufacturing,2620,0.015874939408628212
51-9198,Helpers--Production Workers,237,Heavy and Civil Engineering Construction,2400,0.014541929229277752
51-9198,Helpers--Production Workers,327,Nonmetallic Mineral Product Manufacturing,2190,0.013269510421715947
51-9198,Helpers--Production Workers,541,"Professional, Scientific, and Technical Services",2180,0.013208919049927291
51-9198,Helpers--Production Workers,335,"Electrical Equipment, Appliance, and Component Manufacturing",1730,0.010482307319437712
51-9198,Helpers--Production Workers,312,Beverage and Tobacco Product Manufacturing,1370,0.00830101793504605
51-9198,Helpers--Production Workers,493,Warehousing and Storage,1070,0.00648327678138633
51-9198,Helpers--Production Workers,455,General Merchandise Retailers,1020,0.006180319922443044
51-9198,Helpers--Production Workers,812,Personal and Laundry Services,860,0.005210857973824527
51-9198,Helpers--Production Workers,236,Construction of Buildings,710,0.004301987396994668
51-9198,Helpers--Production Workers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",680,0.004120213281628696
51-9198,Helpers--Production Workers,212,Mining (except Oil and Gas),650,0.003938439166262724
51-9198,Helpers--Production Workers,213,Support Activities for Mining,590,0.0035748909355307803
51-9198,Helpers--Production Workers,488,Support Activities for Transportation,590,0.0035748909355307803
51-9198,Helpers--Production Workers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",570,0.003453708191953466
51-9198,Helpers--Production Workers,313,Textile Mills,560,0.0033931168201648087
51-9198,Helpers--Production Workers,551,Management of Companies and Enterprises,520,0.003150751333010179
51-9198,Helpers--Production Workers,314,Textile Product Mills,510,0.003090159961221522
51-9198,Helpers--Production Workers,425,Wholesale Trade Agents and Brokers,470,0.002847794474066893
51-9198,Helpers--Production Workers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",420,0.0025448376151236064
51-9198,Helpers--Production Workers,115,Support Activities for Agriculture and Forestry,390,0.0023630634997576345
51-9198,Helpers--Production Workers,324,Petroleum and Coal Products Manufacturing,360,0.0021812893843916625
51-9198,Helpers--Production Workers,624,Social Assistance,360,0.0021812893843916625
51-9198,Helpers--Production Workers,445,Food and Beverage Retailers,340,0.002060106640814348
51-9198,Helpers--Production Workers,513,Publishing Industries,300,0.001817741153659719
51-9198,Helpers--Production Workers,562,Waste Management and Remediation Services,280,0.0016965584100824044
51-9198,Helpers--Production Workers,221,Utilities,260,0.0015753756665050896
51-9198,Helpers--Production Workers,441,Motor Vehicle and Parts Dealers,240,0.001454192922927775
51-9198,Helpers--Production Workers,532,Rental and Leasing Services,200,0.0012118274357731458
51-9198,Helpers--Production Workers,444,Building Material and Garden Equipment and Supplies Dealers,180,0.0010906446921958312
51-9198,Helpers--Production Workers,611,Educational Services,160,0.0009694619486185168
51-9198,Helpers--Production Workers,482,Rail Transportation,110,0.0006665050896752302
51-9198,Helpers--Production Workers,316,Leather and Allied Product Manufacturing,100,0.0006059137178865729
51-9198,Helpers--Production Workers,211,Oil and Gas Extraction,50,0.00030295685894328646
51-9198,Helpers--Production Workers,711,"Performing Arts, Spectator Sports, and Related Industries",40,0.0002423654871546292
51-9198,Helpers--Production Workers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",30,0.00018177411536597187
51-9198,Helpers--Production Workers,622,Hospitals,30,0.00018177411536597187
51-9199,"Production Workers, All Other",561,Administrative and Support Services,102780,0.3736910994764398
51-9199,"Production Workers, All Other",311,Food Manufacturing,18690,0.06795375218150088
51-9199,"Production Workers, All Other",336,Transportation Equipment Manufacturing,11940,0.04341186736474695
51-9199,"Production Workers, All Other",332,Fabricated Metal Product Manufacturing,11200,0.04072134962187318
51-9199,"Production Workers, All Other",326,Plastics and Rubber Products Manufacturing,11190,0.04068499127399651
51-9199,"Production Workers, All Other",339,Miscellaneous Manufacturing,9970,0.03624927283304247
51-9199,"Production Workers, All Other",423,"Merchant Wholesalers, Durable Goods",9830,0.03574025596276905
51-9199,"Production Workers, All Other",325,Chemical Manufacturing,9160,0.033304246655032
51-9199,"Production Workers, All Other",333,Machinery Manufacturing,8220,0.02988656195462478
51-9199,"Production Workers, All Other",327,Nonmetallic Mineral Product Manufacturing,7100,0.025814426992437463
51-9199,"Production Workers, All Other",335,"Electrical Equipment, Appliance, and Component Manufacturing",6740,0.024505526468877253
51-9199,"Production Workers, All Other",321,Wood Product Manufacturing,6570,0.023887434554973823
51-9199,"Production Workers, All Other",322,Paper Manufacturing,6350,0.02308755090168703
51-9199,"Production Workers, All Other",331,Primary Metal Manufacturing,5620,0.020433391506689935
51-9199,"Production Workers, All Other",541,"Professional, Scientific, and Technical Services",5300,0.019269924374636416
51-9199,"Production Workers, All Other",424,"Merchant Wholesalers, Nondurable Goods",5010,0.018215532286212914
51-9199,"Production Workers, All Other",624,Social Assistance,4510,0.01639761489237929
51-9199,"Production Workers, All Other",334,Computer and Electronic Product Manufacturing,3850,0.013997963932518906
51-9199,"Production Workers, All Other",337,Furniture and Related Product Manufacturing,3770,0.013707097149505526
51-9199,"Production Workers, All Other",323,Printing and Related Support Activities,2690,0.009780395578824898
51-9199,"Production Workers, All Other",493,Warehousing and Storage,2010,0.007308027923211169
51-9199,"Production Workers, All Other",551,Management of Companies and Enterprises,2010,0.007308027923211169
51-9199,"Production Workers, All Other",459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1880,0.006835369400814427
51-9199,"Production Workers, All Other",221,Utilities,1560,0.005671902268760907
51-9199,"Production Workers, All Other",324,Petroleum and Coal Products Manufacturing,1450,0.00527196044211751
51-9199,"Production Workers, All Other",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1390,0.005053810354857476
51-9199,"Production Workers, All Other",238,Specialty Trade Contractors,1370,0.0049810936591041305
51-9199,"Production Workers, All Other",312,Beverage and Tobacco Product Manufacturing,1300,0.004726585223967423
51-9199,"Production Workers, All Other",313,Textile Mills,1200,0.004363001745200698
51-9199,"Production Workers, All Other",425,Wholesale Trade Agents and Brokers,1180,0.004290285049447353
51-9199,"Production Workers, All Other",562,Waste Management and Remediation Services,980,0.0035631180919139032
51-9199,"Production Workers, All Other",488,Support Activities for Transportation,730,0.002654159394997091
51-9199,"Production Workers, All Other",532,Rental and Leasing Services,720,0.002617801047120419
51-9199,"Production Workers, All Other",811,Repair and Maintenance,670,0.0024360093077370566
51-9199,"Production Workers, All Other",444,Building Material and Garden Equipment and Supplies Dealers,540,0.001963350785340314
51-9199,"Production Workers, All Other",315,Apparel Manufacturing,500,0.0018179173938336242
51-9199,"Production Workers, All Other",212,Mining (except Oil and Gas),440,0.0015997673065735892
51-9199,"Production Workers, All Other",445,Food and Beverage Retailers,420,0.0015270506108202443
51-9199,"Production Workers, All Other",236,Construction of Buildings,400,0.0014543339150668994
51-9199,"Production Workers, All Other",237,Heavy and Civil Engineering Construction,370,0.0013452588714368819
51-9199,"Production Workers, All Other",512,Motion Picture and Sound Recording Industries,330,0.001199825479930192
