cip4,naics3,naics3_title,weighted_emp,share_in_naics3
47.01,322,Paper Manufacturing,1120,0.0014409407284470003
47.01,488,Support Activities for Transportation,1090,0.00140234410179217
47.01,484,Truck Transportation,1060,0.0013637474751373396
47.01,812,Personal and Laundry Services,1040,0.001338016390700786
47.01,445,Food and Beverage Retailers,980,0.0012608231373911253
47.01,531,Real Estate,880,0.0011321677152083575
47.01,622,Hospitals,870,0.0011193021729900806
47.01,331,Primary Metal Manufacturing,790,0.0010163778352438664
47.01,481,Air Transportation,720,0.0009263190397159288
47.01,324,Petroleum and Coal Products Manufacturing,670,0.0008619913286245449
47.01,212,Mining (except Oil and Gas),610,0.0007847980753148842
47.01,522,Credit Intermediation and Related Activities,570,0.000733335906441777
47.01,312,Beverage and Tobacco Product Manufacturing,520,0.000669008195350393
47.01,492,Couriers and Messengers,490,0.0006304115686955626
47.01,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",420,0.0005403527731676251
47.01,711,"Performing Arts, Spectator Sports, and Related Industries",380,0.000488890604294518
47.01,491,Postal Service (Federal Government),330,0.00042456289320313403
47.01,456,Health and Personal Care Retailers,270,0.0003473696398934733
47.01,313,Textile Mills,250,0.00032163855545691973
47.01,455,General Merchandise Retailers,240,0.00030877301323864296
47.01,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",240,0.00030877301323864296
47.01,482,Rail Transportation,230,0.00029590747102036614
47.01,485,Transit and Ground Passenger Transportation,200,0.0002573108443655358
47.01,712,"Museums, Historical Sites, and Similar Institutions",150,0.00019298313327415184
47.01,524,Insurance Carriers and Related Activities,130,0.00016725204883759825
47.01,483,Water Transportation,120,0.00015438650661932148
47.01,624,Social Assistance,100,0.0001286554221827679
47.01,512,Motion Picture and Sound Recording Industries,80,0.00010292433774621432
47.01,115,Support Activities for Agriculture and Forestry,50,6.432771109138395e-05
47.01,513,Publishing Industries,50,6.432771109138395e-05
47.01,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",40,5.146216887310716e-05
47.02,238,Specialty Trade Contractors,299220,0.7588253195374315
47.02,423,"Merchant Wholesalers, Durable Goods",11640,0.02951917224589166
47.02,611,Educational Services,11070,0.02807364576993305
47.02,811,Repair and Maintenance,9810,0.024878271454656115
47.02,561,Administrative and Support Services,8980,0.02277338202475147
47.02,457,Gasoline Stations and Fuel Dealers,8720,0.022114019070805437
47.02,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",7950,0.020161290322580645
47.02,622,Hospitals,4420,0.011209170217082573
47.02,333,Machinery Manufacturing,4150,0.01052444714952323
47.02,531,Real Estate,3380,0.008571718401298438
47.02,311,Food Manufacturing,3090,0.007836275106512478
47.02,236,Construction of Buildings,2940,0.007455873402312843
47.02,541,"Professional, Scientific, and Technical Services",2560,0.006492189085007101
47.02,551,Management of Companies and Enterprises,2290,0.005807466017447758
47.02,424,"Merchant Wholesalers, Nondurable Goods",1560,0.003956177723676202
47.02,491,Postal Service (Federal Government),1270,0.0032207344288902413
47.02,493,Warehousing and Storage,1210,0.0030685737472103875
47.02,221,Utilities,1110,0.0028149726110772975
47.02,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",1040,0.0026374518157841345
47.02,721,Accommodation,1020,0.0025867315885575166
47.02,336,Transportation Equipment Manufacturing,830,0.002104889429904646
47.02,332,Fabricated Metal Product Manufacturing,600,0.0015216068167985392
47.02,532,Rental and Leasing Services,510,0.0012933657942787583
47.02,623,Nursing and Residential Care Facilities,450,0.0011412051125989045
47.02,713,"Amusement, Gambling, and Recreation Industries",450,0.0011412051125989045
47.02,325,Chemical Manufacturing,380,0.0009636843173057415
47.02,488,Support Activities for Transportation,380,0.0009636843173057415
47.02,334,Computer and Electronic Product Manufacturing,360,0.0009129640900791236
47.02,722,Food Services and Drinking Places,280,0.0007100831811726517
47.02,562,Waste Management and Remediation Services,250,0.0006340028403327247
47.02,445,Food and Beverage Retailers,240,0.0006086427267194157
47.02,237,Heavy and Civil Engineering Construction,230,0.0005832826131061068
47.02,624,Social Assistance,210,0.0005325623858794887
47.02,339,Miscellaneous Manufacturing,150,0.0003804017041996348
47.02,481,Air Transportation,150,0.0003804017041996348
47.02,517,Telecommunications,130,0.0003296814769730168
47.02,524,Insurance Carriers and Related Activities,130,0.0003296814769730168
47.02,712,"Museums, Historical Sites, and Similar Institutions",130,0.0003296814769730168
47.02,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",120,0.00030432136335970786
47.02,711,"Performing Arts, Spectator Sports, and Related Industries",120,0.00030432136335970786
47.02,115,Support Activities for Agriculture and Forestry,110,0.00027896124974639884
47.02,335,"Electrical Equipment, Appliance, and Component Manufacturing",100,0.0002536011361330899
47.02,621,Ambulatory Health Care Services,90,0.0002282410225197809
47.02,484,Truck Transportation,80,0.0002028809089064719
47.02,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",80,0.0002028809089064719
47.02,321,Wood Product Manufacturing,60,0.00015216068167985393
47.02,482,Rail Transportation,60,0.00015216068167985393
47.02,327,Nonmetallic Mineral Product Manufacturing,50,0.00012680056806654494
47.02,331,Primary Metal Manufacturing,50,0.00012680056806654494
47.02,512,Motion Picture and Sound Recording Industries,50,0.00012680056806654494
47.02,313,Textile Mills,30,7.608034083992696e-05
47.02,516,Broadcasting and Content Providers,30,7.608034083992696e-05
47.03,423,"Merchant Wholesalers, Durable Goods",109590,0.1380591844190529
47.03,811,Repair and Maintenance,69640,0.08773101198049862
47.03,238,Specialty Trade Contractors,58590,0.07381045364643042
47.03,311,Food Manufacturing,42750,0.05385555373587473
47.03,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",39170,0.04934554479144358
47.03,221,Utilities,38770,0.04884163317754066
47.03,336,Transportation Equipment Manufacturing,33950,0.04276949823001046
47.03,333,Machinery Manufacturing,29960,0.03774297988132882
47.03,237,Heavy and Civil Engineering Construction,27710,0.03490847705312488
47.03,532,Rental and Leasing Services,27410,0.034530543342697693
47.03,325,Chemical Manufacturing,24550,0.030927575303291804
47.03,332,Fabricated Metal Product Manufacturing,24050,0.030297685785913152
47.03,331,Primary Metal Manufacturing,21940,0.02763955202257524
47.03,326,Plastics and Rubber Products Manufacturing,21190,0.026694717746507262
47.03,212,Mining (except Oil and Gas),16390,0.020647778379672205
47.03,322,Paper Manufacturing,16000,0.020156464556116856
47.03,488,Support Activities for Transportation,14400,0.01814081810050517
47.03,561,Administrative and Support Services,14120,0.017788079970773127
47.03,213,Support Activities for Mining,13420,0.016906234646443013
47.03,321,Wood Product Manufacturing,11700,0.014739414706660452
47.03,482,Rail Transportation,10960,0.013807178220940047
47.03,334,Computer and Electronic Product Manufacturing,10840,0.013656004736769171
47.03,236,Construction of Buildings,9240,0.011640358281157484
47.03,327,Nonmetallic Mineral Product Manufacturing,9030,0.01137580468385845
47.03,424,"Merchant Wholesalers, Nondurable Goods",8320,0.010481361569180767
47.03,312,Beverage and Tobacco Product Manufacturing,7640,0.0096247118255458
47.03,541,"Professional, Scientific, and Technical Services",7620,0.009599516244850653
47.03,335,"Electrical Equipment, Appliance, and Component Manufacturing",7140,0.008994822308167148
47.03,493,Warehousing and Storage,6640,0.008364932790788496
47.03,486,Pipeline Transportation,5920,0.007457891885763237
47.03,211,Oil and Gas Extraction,5370,0.00676501341664672
47.03,425,Wholesale Trade Agents and Brokers,4790,0.006034341576487484
47.03,562,Waste Management and Remediation Services,4700,0.005920961463359326
47.03,313,Textile Mills,4570,0.0057571901888408775
47.03,339,Miscellaneous Manufacturing,4530,0.0057067990274505855
47.03,324,Petroleum and Coal Products Manufacturing,4410,0.005555625543279708
47.03,551,Management of Companies and Enterprises,3800,0.004787160332077754
47.03,484,Truck Transportation,3500,0.004409226621650562
47.03,337,Furniture and Related Product Manufacturing,2100,0.0026455359729903377
47.03,323,Printing and Related Support Activities,2080,0.0026203403922951916
47.03,713,"Amusement, Gambling, and Recreation Industries",1820,0.0022927978432582927
47.03,812,Personal and Laundry Services,1800,0.002267602262563146
47.03,314,Textile Product Mills,1750,0.002204613310825281
47.03,444,Building Material and Garden Equipment and Supplies Dealers,1430,0.001801484019702944
47.03,611,Educational Services,1330,0.0016755061162272138
47.03,115,Support Activities for Agriculture and Forestry,1280,0.0016125171644893485
47.03,113,Forestry and Logging,1270,0.0015999193741417755
47.03,315,Apparel Manufacturing,940,0.0011841922926718654
47.03,441,Motor Vehicle and Parts Dealers,670,0.0008440519532873934
47.03,457,Gasoline Stations and Fuel Dealers,450,0.0005669005656407866
47.03,622,Hospitals,430,0.0005417049849456405
47.03,492,Couriers and Messengers,380,0.00047871603320777536
47.03,721,Accommodation,350,0.00044092266216505624
47.03,316,Leather and Allied Product Manufacturing,240,0.00030234696834175286
47.03,624,Social Assistance,210,0.00026455359729903375
47.03,483,Water Transportation,190,0.00023935801660388768
47.03,456,Health and Personal Care Retailers,180,0.00022676022625631463
47.03,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",160,0.00020156464556116856
47.03,524,Insurance Carriers and Related Activities,90,0.00011338011312815732
47.03,513,Publishing Industries,70,8.818453243301125e-05
47.03,722,Food Services and Drinking Places,70,8.818453243301125e-05
47.03,487,Scenic and Sightseeing Transportation,60,7.558674208543822e-05
47.03,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",50,6.298895173786518e-05
47.03,517,Telecommunications,40,5.039116139029214e-05
47.03,455,General Merchandise Retailers,30,3.779337104271911e-05
47.04,561,Administrative and Support Services,44070,0.1858787802100468
47.04,423,"Merchant Wholesalers, Durable Goods",24040,0.10139609431017757
47.04,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",18910,0.07975874140621705
47.04,238,Specialty Trade Contractors,17660,0.0744864819266945
47.04,339,Miscellaneous Manufacturing,15290,0.06449027795351976
47.04,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",12820,0.05407229322198321
47.04,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",12250,0.05166814289932093
47.04,811,Repair and Maintenance,10660,0.044961828841368255
47.04,541,"Professional, Scientific, and Technical Services",9860,0.04158758277447383
47.04,713,"Amusement, Gambling, and Recreation Industries",6050,0.025517735880889115
47.04,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",4420,0.018642709519591717
47.04,532,Rental and Leasing Services,4000,0.016871230334472142
47.04,611,Educational Services,3420,0.014424901935973681
47.04,424,"Merchant Wholesalers, Nondurable Goods",3250,0.013707874646758616
47.04,441,Motor Vehicle and Parts Dealers,2790,0.011767683158294318
47.04,332,Fabricated Metal Product Manufacturing,2660,0.011219368172423975
47.04,444,Building Material and Garden Equipment and Supplies Dealers,2560,0.01079758741406217
47.04,236,Construction of Buildings,2500,0.010544518959045089
47.04,337,Furniture and Related Product Manufacturing,2250,0.00949006706314058
47.04,493,Warehousing and Storage,2210,0.009321354759795859
47.04,425,Wholesale Trade Agents and Brokers,2170,0.009152642456451136
47.04,562,Waste Management and Remediation Services,2150,0.009068286304778775
47.04,221,Utilities,2100,0.008857395925597875
47.04,336,Transportation Equipment Manufacturing,2070,0.008730861698089332
47.04,333,Machinery Manufacturing,1930,0.008140368636382808
47.04,334,Computer and Electronic Product Manufacturing,1620,0.006832848285461217
47.04,721,Accommodation,1540,0.006495423678771774
47.04,237,Heavy and Civil Engineering Construction,1500,0.006326711375427053
47.04,457,Gasoline Stations and Fuel Dealers,1430,0.0060314648445737905
47.04,551,Management of Companies and Enterprises,1370,0.005778396389556709
47.04,314,Textile Product Mills,1150,0.004850478721160741
47.04,326,Plastics and Rubber Products Manufacturing,1110,0.004681766417816019
47.04,484,Truck Transportation,1060,0.004470876038635117
47.04,321,Wood Product Manufacturing,1050,0.0044286979627989375
47.04,323,Printing and Related Support Activities,1030,0.004344341811126576
47.04,445,Food and Beverage Retailers,980,0.004133451431945674
47.04,488,Support Activities for Transportation,960,0.004049095280273314
47.04,327,Nonmetallic Mineral Product Manufacturing,840,0.00354295837023915
47.04,531,Real Estate,790,0.003332067991058248
47.04,213,Support Activities for Mining,780,0.0032898899152220677
47.04,325,Chemical Manufacturing,640,0.0026993968535155427
47.04,812,Personal and Laundry Services,580,0.0024463283984984606
47.04,622,Hospitals,540,0.002277616095153739
47.04,481,Air Transportation,530,0.0022354380193175586
47.04,311,Food Manufacturing,450,0.001898013412628116
47.04,492,Couriers and Messengers,440,0.0018558353367919356
47.04,711,"Performing Arts, Spectator Sports, and Related Industries",430,0.0018136572609557553
47.04,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",420,0.001771479185119575
47.04,312,Beverage and Tobacco Product Manufacturing,380,0.0016027668817748535
47.04,486,Pipeline Transportation,360,0.0015184107301024928
47.04,517,Telecommunications,340,0.001434054578430132
47.04,491,Postal Service (Federal Government),330,0.0013918765025939517
47.04,335,"Electrical Equipment, Appliance, and Component Manufacturing",310,0.001307520350921591
47.04,456,Health and Personal Care Retailers,270,0.0011388080475768696
47.04,212,Mining (except Oil and Gas),250,0.0010544518959045089
47.04,455,General Merchandise Retailers,240,0.0010122738200683285
47.04,485,Transit and Ground Passenger Transportation,200,0.0008435615167236071
47.04,522,Credit Intermediation and Related Activities,190,0.0008013834408874267
47.04,331,Primary Metal Manufacturing,170,0.000717027289215066
47.04,712,"Museums, Historical Sites, and Similar Institutions",150,0.0006326711375427053
47.04,324,Petroleum and Coal Products Manufacturing,120,0.0005061369100341643
47.04,483,Water Transportation,120,0.0005061369100341643
47.04,482,Rail Transportation,100,0.00042178075836180355
47.04,624,Social Assistance,100,0.00042178075836180355
47.04,512,Motion Picture and Sound Recording Industries,80,0.00033742460668944284
47.04,115,Support Activities for Agriculture and Forestry,50,0.00021089037918090177
47.06,811,Repair and Maintenance,509410,0.22786072767286034
47.06,441,Motor Vehicle and Parts Dealers,445430,0.19924226836403325
47.06,336,Transportation Equipment Manufacturing,140800,0.06298029182061352
47.06,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",131320,0.058739857399736986
47.06,423,"Merchant Wholesalers, Durable Goods",98920,0.04424723342965262
47.06,488,Support Activities for Transportation,79410,0.03552034782297528
47.06,484,Truck Transportation,65380,0.029244683801361592
47.06,238,Specialty Trade Contractors,54750,0.02448985069018885
47.06,531,Real Estate,49000,0.02191785723870783
47.06,561,Administrative and Support Services,48440,0.021667367441694025
47.06,481,Air Transportation,41140,0.018402054016335514
47.06,332,Fabricated Metal Product Manufacturing,40430,0.018084468737978726
47.06,532,Rental and Leasing Services,34960,0.015637720185004606
47.06,611,Educational Services,34130,0.015266458521573434
47.06,333,Machinery Manufacturing,31240,0.013973752247698625
47.06,221,Utilities,28680,0.01282865603277838
47.06,541,"Professional, Scientific, and Technical Services",22220,0.009939077302940571
47.06,237,Heavy and Civil Engineering Construction,20270,0.00906683604548179
47.06,713,"Amusement, Gambling, and Recreation Industries",17540,0.007845698285039497
47.06,485,Transit and Ground Passenger Transportation,16610,0.007429706300713002
47.06,562,Waste Management and Remediation Services,16130,0.0072150007604154555
47.06,311,Food Manufacturing,15330,0.0068571581932528785
47.06,492,Couriers and Messengers,15250,0.00682137393653662
47.06,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",14430,0.006454585305194979
47.06,457,Gasoline Stations and Fuel Dealers,14350,0.006418801048478722
47.06,444,Building Material and Garden Equipment and Supplies Dealers,14330,0.006409854984299657
47.06,517,Telecommunications,13660,0.006110161834300999
47.06,721,Accommodation,12480,0.005582344047736198
47.06,424,"Merchant Wholesalers, Nondurable Goods",12120,0.005421314892513039
47.06,551,Management of Companies and Enterprises,12020,0.005376584571617717
47.06,482,Rail Transportation,10370,0.004638534276844902
47.06,327,Nonmetallic Mineral Product Manufacturing,9940,0.004446193896995017
47.06,623,Nursing and Residential Care Facilities,9490,0.0042449074529660675
47.06,493,Warehousing and Storage,9040,0.004043621008937118
47.06,325,Chemical Manufacturing,8880,0.003972052495504603
47.06,322,Paper Manufacturing,8530,0.0038154963723709755
47.06,326,Plastics and Rubber Products Manufacturing,8300,0.0037126166343117344
47.06,524,Insurance Carriers and Related Activities,7770,0.0034755459335665275
47.06,455,General Merchandise Retailers,6760,0.0030237696925237744
47.06,339,Miscellaneous Manufacturing,6600,0.002952201179091259
47.06,337,Furniture and Related Product Manufacturing,6400,0.0028627405373006145
47.06,491,Postal Service (Federal Government),6390,0.0028582675052110824
47.06,331,Primary Metal Manufacturing,5750,0.002571993451481021
47.06,622,Hospitals,5610,0.00250937100222757
47.06,334,Computer and Electronic Product Manufacturing,5560,0.002487005841779909
47.06,335,"Electrical Equipment, Appliance, and Component Manufacturing",5470,0.002446748552974119
47.06,425,Wholesale Trade Agents and Brokers,5380,0.0024064912641683293
47.06,213,Support Activities for Mining,5120,0.0022901924298404917
47.06,236,Construction of Buildings,4840,0.00216494753133359
47.06,321,Wood Product Manufacturing,4790,0.002142582370885929
47.06,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",4760,0.0021291632746173322
47.06,621,Ambulatory Health Care Services,4550,0.0020352296007371557
47.06,711,"Performing Arts, Spectator Sports, and Related Industries",4510,0.0020173374723790266
47.06,212,Mining (except Oil and Gas),4140,0.0018518352850663351
47.06,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",3660,0.001637129744768789
47.06,624,Social Assistance,2620,0.001171934407457439
47.06,312,Beverage and Tobacco Product Manufacturing,2250,0.0010064322201447473
47.06,812,Personal and Laundry Services,2020,0.0009035524820855065
47.06,324,Petroleum and Coal Products Manufacturing,1770,0.0007917266798472012
47.06,313,Textile Mills,1550,0.0006933199738774926
47.06,115,Support Activities for Agriculture and Forestry,1090,0.00048756049775901093
47.06,722,Food Services and Drinking Places,1090,0.00048756049775901093
47.06,211,Oil and Gas Extraction,1080,0.0004830874656694787
47.06,486,Pipeline Transportation,1030,0.00046072230522181765
47.06,487,Scenic and Sightseeing Transportation,1020,0.00045624927313228544
47.06,522,Credit Intermediation and Related Activities,980,0.0004383571447741566
47.06,445,Food and Beverage Retailers,920,0.00041151895223696337
47.06,483,Water Transportation,900,0.00040257288805789894
47.06,323,Printing and Related Support Activities,780,0.0003488965029835124
47.06,712,"Museums, Historical Sites, and Similar Institutions",700,0.00031311224626725474
47.06,314,Textile Product Mills,580,0.0002594358611928682
47.06,516,Broadcasting and Content Providers,400,0.0001789212835812884
47.06,456,Health and Personal Care Retailers,330,0.00014761005895456294
47.06,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",290,0.0001297179305964341
47.06,513,Publishing Industries,260,0.00011629883432783747
47.06,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",260,0.00011629883432783747
47.06,113,Forestry and Logging,250,0.00011182580223830525
47.06,512,Motion Picture and Sound Recording Industries,210,9.393367388017642e-05
47.06,316,Leather and Allied Product Manufacturing,120,5.367638507438652e-05
47.06,525,"Funds, Trusts, and Other Financial Vehicles",100,4.47303208953221e-05
47.06,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",80,3.578425671625768e-05
47.06,521,Monetary Authorities-Central Bank,60,2.683819253719326e-05
47.06,315,Apparel Manufacturing,50,2.236516044766105e-05
47.06,519,"Web Search Portals, Libraries, Archives, and Other Information Services",40,1.789212835812884e-05
47.07,811,Repair and Maintenance,117680,0.09518263289009674
47.07,423,"Merchant Wholesalers, Durable Goods",109450,0.08852599566469313
47.07,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",83730,0.06772299330292147
47.07,238,Specialty Trade Contractors,81900,0.06624284189071145
47.07,561,Administrative and Support Services,59200,0.047882493772040506
47.07,441,Motor Vehicle and Parts Dealers,56340,0.04556925167426963
47.07,531,Real Estate,49540,0.04006923549775147
47.07,311,Food Manufacturing,48720,0.03940599825293604
47.07,221,Utilities,45140,0.036510401501180886
47.07,336,Transportation Equipment Manufacturing,34760,0.028114788572907567
47.07,333,Machinery Manufacturing,30350,0.024547866317253874
47.07,325,Chemical Manufacturing,27820,0.022501536769225793
47.07,332,Fabricated Metal Product Manufacturing,26380,0.02133682746125724
47.07,326,Plastics and Rubber Products Manufacturing,24010,0.019419910058558996
47.07,237,Heavy and Civil Engineering Construction,23620,0.019104467954317514
47.07,331,Primary Metal Manufacturing,20880,0.016888284965544016
47.07,541,"Professional, Scientific, and Technical Services",19890,0.016087547316315638
47.07,532,Rental and Leasing Services,19220,0.015545633957746935
47.07,611,Educational Services,18860,0.015254456630754797
47.07,322,Paper Manufacturing,16730,0.013531657446051311
47.07,339,Miscellaneous Manufacturing,14590,0.011800770002264713
47.07,488,Support Activities for Transportation,13870,0.011218415348280436
47.07,517,Telecommunications,13680,0.011064738425701251
47.07,713,"Amusement, Gambling, and Recreation Industries",13160,0.010644148953379274
47.07,721,Accommodation,13080,0.010579442880714355
47.07,213,Support Activities for Mining,12890,0.01042576595813517
47.07,424,"Merchant Wholesalers, Nondurable Goods",12710,0.010280177294639101
47.07,334,Computer and Electronic Product Manufacturing,12210,0.009875764340483354
47.07,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",11710,0.009471351386327606
47.07,493,Warehousing and Storage,10980,0.008880908473260216
47.07,327,Nonmetallic Mineral Product Manufacturing,9850,0.007966935196868226
47.07,623,Nursing and Residential Care Facilities,9370,0.007578698760878708
47.07,551,Management of Companies and Enterprises,9090,0.00735222750655149
47.07,321,Wood Product Manufacturing,8890,0.007190462324889191
47.07,212,Mining (except Oil and Gas),8170,0.006608107670904914
47.07,236,Construction of Buildings,8170,0.006608107670904914
47.07,484,Truck Transportation,8130,0.006575754634572455
47.07,425,Wholesale Trade Agents and Brokers,8030,0.006494872043741305
47.07,312,Beverage and Tobacco Product Manufacturing,7980,0.00645443074832573
47.07,335,"Electrical Equipment, Appliance, and Component Manufacturing",7700,0.006227959493998512
47.07,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",7260,0.005872076094341454
47.07,455,General Merchandise Retailers,7000,0.005661781358180466
47.07,562,Waste Management and Remediation Services,6970,0.0056375165809311205
47.07,482,Rail Transportation,6410,0.005184574072276683
47.07,486,Pipeline Transportation,5750,0.0046507489727910965
47.07,622,Hospitals,5590,0.004521336827461257
47.07,211,Oil and Gas Extraction,5420,0.004383836423048303
47.07,324,Petroleum and Coal Products Manufacturing,5200,0.004205894723219774
47.07,444,Building Material and Garden Equipment and Supplies Dealers,4790,0.0038742761008120612
47.07,457,Gasoline Stations and Fuel Dealers,4580,0.0037044226600666474
47.07,337,Furniture and Related Product Manufacturing,4530,0.0036639813646510725
47.07,313,Textile Mills,4460,0.003607363551069268
47.07,481,Air Transportation,3930,0.0031786858196641756
47.07,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",3750,0.0030330971561681064
47.07,812,Personal and Laundry Services,3310,0.0026772137565110486
47.07,323,Printing and Related Support Activities,3190,0.0025801546475136693
47.07,314,Textile Product Mills,3080,0.0024911837975994046
47.07,491,Postal Service (Federal Government),2960,0.0023941246886020253
47.07,624,Social Assistance,2370,0.0019169174026982432
47.07,485,Transit and Ground Passenger Transportation,2040,0.0016500048529554498
47.07,445,Food and Beverage Retailers,1780,0.0014397101167944611
47.07,492,Couriers and Messengers,1720,0.0013911805622957715
47.07,115,Support Activities for Agriculture and Forestry,1690,0.0013669157850464265
47.07,711,"Performing Arts, Spectator Sports, and Related Industries",1570,0.0012698566760490472
47.07,621,Ambulatory Health Care Services,1400,0.0011323562716360931
47.07,722,Food Services and Drinking Places,1160,0.0009382380536413342
47.07,712,"Museums, Historical Sites, and Similar Institutions",800,0.000647060726649196
47.07,456,Health and Personal Care Retailers,780,0.0006308842084829661
47.07,315,Apparel Manufacturing,760,0.0006147076903167362
47.07,524,Insurance Carriers and Related Activities,590,0.0004772072859037821
47.07,522,Credit Intermediation and Related Activities,560,0.0004529425086544372
47.07,516,Broadcasting and Content Providers,400,0.000323530363324598
47.07,483,Water Transportation,380,0.0003073538451583681
47.07,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",290,0.00023455951341033355
47.07,513,Publishing Industries,260,0.0002102947361609887
47.07,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",260,0.0002102947361609887
47.07,316,Leather and Allied Product Manufacturing,230,0.00018602995891164385
47.07,512,Motion Picture and Sound Recording Industries,190,0.00015367692257918405
47.07,487,Scenic and Sightseeing Transportation,140,0.0001132356271636093
47.07,525,"Funds, Trusts, and Other Financial Vehicles",100,8.08825908311495e-05
47.07,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",80,6.47060726649196e-05
47.07,521,Monetary Authorities-Central Bank,60,4.8529554498689704e-05
47.07,113,Forestry and Logging,50,4.044129541557475e-05
47.07,519,"Web Search Portals, Libraries, Archives, and Other Information Services",40,3.23530363324598e-05
48.03,337,Furniture and Related Product Manufacturing,9460,0.301465901848311
48.03,316,Leather and Allied Product Manufacturing,8900,0.2836201402166985
48.03,811,Repair and Maintenance,6450,0.2055449330783939
48.03,336,Transportation Equipment Manufacturing,2110,0.06724028043339707
48.03,561,Administrative and Support Services,850,0.02708731676226896
48.03,424,"Merchant Wholesalers, Nondurable Goods",460,0.014659018483110261
48.03,423,"Merchant Wholesalers, Durable Goods",410,0.013065646908859146
48.03,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",380,0.012109623964308477
48.03,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",320,0.010197578075207138
48.03,488,Support Activities for Transportation,320,0.010197578075207138
48.03,339,Miscellaneous Manufacturing,300,0.009560229445506692
48.03,441,Motor Vehicle and Parts Dealers,260,0.0082855321861058
48.03,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",260,0.0082855321861058
48.03,314,Textile Product Mills,230,0.007329509241555131
48.03,721,Accommodation,170,0.005417463352453792
48.03,532,Rental and Leasing Services,130,0.0041427660930529
48.03,315,Apparel Manufacturing,110,0.003505417463352454
48.03,713,"Amusement, Gambling, and Recreation Industries",70,0.0022307202039515616
48.03,238,Specialty Trade Contractors,60,0.0019120458891013384
48.03,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",60,0.0019120458891013384
48.03,611,Educational Services,40,0.0012746972594008922
48.03,493,Warehousing and Storage,30,0.0009560229445506692
48.05,332,Fabricated Metal Product Manufacturing,504730,0.28863485600567285
48.05,336,Transportation Equipment Manufacturing,256150,0.1464819177894183
48.05,333,Machinery Manufacturing,246510,0.14096918818766155
48.05,238,Specialty Trade Contractors,112980,0.0646087334446554
48.05,331,Primary Metal Manufacturing,101010,0.05776357023583503
48.05,326,Plastics and Rubber Products Manufacturing,91240,0.05217649884484297
48.05,561,Administrative and Support Services,74210,0.0424377244550175
48.05,423,"Merchant Wholesalers, Durable Goods",58410,0.03340233776334149
48.05,339,Miscellaneous Manufacturing,45640,0.026099686620765377
48.05,334,Computer and Electronic Product Manufacturing,40900,0.023389070613262574
48.05,335,"Electrical Equipment, Appliance, and Component Manufacturing",34430,0.01968913694901297
48.05,811,Repair and Maintenance,27970,0.015994921883935313
48.05,237,Heavy and Civil Engineering Construction,17820,0.010190543724409269
48.05,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",17300,0.009893176567468033
48.05,541,"Professional, Scientific, and Technical Services",14300,0.00817759681588398
48.05,337,Furniture and Related Product Manufacturing,14130,0.008080380629960885
48.05,236,Construction of Buildings,13530,0.007737264679644074
