state_fips,state_abbr,state_name,soc_code,occupation_title,total_employment,location_quotient,jobs_per_1000,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean
47,TN,Tennessee,13-1121,"Meeting, Convention, and Event Planners",2630.0,0.92,0.802,49600.0,51400.0,28660.0,38840.0,60800.0,75700.0,23.85,24.71
47,TN,Tennessee,13-1131,Fundraisers,2340.0,1.04,0.713,48170.0,53920.0,36160.0,36160.0,63690.0,82580.0,23.16,25.93
47,TN,Tennessee,13-1141,"Compensation, Benefits, and Job Analysis Specialists",2220.0,1.02,0.677,61960.0,67960.0,42110.0,51110.0,78560.0,100920.0,29.79,32.67
47,TN,Tennessee,13-1151,Training and Development Specialists,9740.0,1.05,2.975,57930.0,62830.0,35530.0,44590.0,77120.0,96980.0,27.85,30.21
47,TN,Tennessee,13-1161,Market Research Analysts and Marketing Specialists,13350.0,0.73,4.077,64720.0,73380.0,39860.0,50750.0,86180.0,124500.0,31.11,35.28
47,TN,Tennessee,13-1199,"Business Operations Specialists, All Other",11560.0,0.48,3.531,72550.0,83050.0,42080.0,53930.0,100470.0,134430.0,34.88,39.93
47,TN,Tennessee,13-2011,Accountants and Auditors,26890.0,0.87,8.212,75500.0,82310.0,50400.0,61960.0,92140.0,125280.0,36.3,39.57
47,TN,Tennessee,13-2020,Property Appraisers and Assessors,1190.0,0.95,0.363,61920.0,68210.0,39360.0,46930.0,76460.0,107130.0,29.77,32.79
47,TN,Tennessee,13-2031,Budget Analysts,1090.0,1.09,0.334,83740.0,89450.0,62200.0,70520.0,105280.0,130340.0,40.26,43.01
47,TN,Tennessee,13-2041,Credit Analysts,1470.0,1.03,0.449,66980.0,76910.0,46830.0,55560.0,87720.0,117730.0,32.2,36.98
47,TN,Tennessee,13-2051,Financial and Investment Analysts,3990.0,0.55,1.219,86580.0,105520.0,49800.0,68820.0,115140.0,192100.0,41.63,50.73
47,TN,Tennessee,13-2052,Personal Financial Advisors,4350.0,0.76,1.33,89390.0,143910.0,40400.0,48850.0,167720.0,,42.97,69.19
47,TN,Tennessee,13-2053,Insurance Underwriters,1100.0,0.48,0.337,79190.0,84210.0,52840.0,62340.0,95720.0,128960.0,38.07,40.49
47,TN,Tennessee,13-2054,Financial Risk Specialists,470.0,0.39,0.144,77720.0,94040.0,46460.0,57760.0,102490.0,173580.0,37.37,45.21
47,TN,Tennessee,13-2061,Financial Examiners,550.0,0.41,0.168,82630.0,95790.0,53420.0,61820.0,112580.0,155560.0,39.73,46.05
47,TN,Tennessee,13-2071,Credit Counselors,880.0,1.48,0.27,44300.0,52370.0,36770.0,42910.0,56810.0,70810.0,21.3,25.18
47,TN,Tennessee,13-2072,Loan Officers,7610.0,1.23,2.325,63160.0,73980.0,38330.0,48470.0,87110.0,117820.0,30.36,35.57
47,TN,Tennessee,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1910.0,1.68,0.584,49000.0,55490.0,39560.0,40890.0,63730.0,84640.0,23.56,26.68
47,TN,Tennessee,13-2082,Tax Preparers,1280.0,0.82,0.391,35640.0,46290.0,26200.0,27570.0,59090.0,81010.0,17.13,22.25
47,TN,Tennessee,13-2099,"Financial Specialists, All Other",2810.0,1.04,0.857,65960.0,76990.0,43620.0,50730.0,86570.0,117250.0,31.71,37.02
47,TN,Tennessee,15-1211,Computer Systems Analysts,9820.0,0.93,3.0,82430.0,89960.0,53870.0,59990.0,109990.0,132690.0,39.63,43.25
47,TN,Tennessee,15-1212,Information Security Analysts,2730.0,0.72,0.833,100990.0,111840.0,67260.0,80520.0,132930.0,164970.0,48.55,53.77
47,TN,Tennessee,15-1221,Computer and Information Research Scientists,,,,105680.0,103690.0,74980.0,82710.0,112320.0,139870.0,50.81,49.85
47,TN,Tennessee,15-1231,Computer Network Support Specialists,2180.0,0.7,0.665,68200.0,74320.0,47440.0,54830.0,86850.0,99920.0,32.79,35.73
47,TN,Tennessee,15-1232,Computer User Support Specialists,11010.0,0.74,3.362,54420.0,58830.0,36960.0,45760.0,66640.0,84630.0,26.17,28.29
47,TN,Tennessee,15-1241,Computer Network Architects,4320.0,1.15,1.32,115930.0,120720.0,75850.0,97770.0,136490.0,168920.0,55.74,58.04
47,TN,Tennessee,15-1242,Database Administrators,1440.0,0.92,0.438,101640.0,100650.0,47390.0,70120.0,130520.0,154110.0,48.87,48.39
47,TN,Tennessee,15-1243,Database Architects,680.0,0.5,0.208,128440.0,125840.0,70770.0,100510.0,148890.0,171430.0,61.75,60.5
47,TN,Tennessee,15-1244,Network and Computer Systems Administrators,5830.0,0.86,1.779,90480.0,104740.0,54780.0,69750.0,127640.0,183820.0,43.5,50.36
47,TN,Tennessee,15-1251,Computer Programmers,1300.0,0.56,0.398,99270.0,130630.0,49340.0,66520.0,215580.0,215580.0,47.73,62.8
47,TN,Tennessee,15-1252,Software Developers,18750.0,0.53,5.727,117340.0,117940.0,72140.0,95060.0,134890.0,164420.0,56.41,56.7
47,TN,Tennessee,15-1253,Software Quality Assurance Analysts and Testers,2290.0,0.54,0.7,90170.0,87720.0,56130.0,74210.0,97660.0,119380.0,43.35,42.17
47,TN,Tennessee,15-1254,Web Developers,1390.0,0.83,0.426,74950.0,82020.0,47100.0,57140.0,101190.0,124800.0,36.03,39.43
47,TN,Tennessee,15-1255,Web and Digital Interface Designers,3470.0,1.47,1.061,61590.0,62260.0,38480.0,49560.0,61590.0,79730.0,29.61,29.94
47,TN,Tennessee,15-1299,"Computer Occupations, All Other",11190.0,1.2,3.418,65370.0,75020.0,40550.0,50180.0,91320.0,123500.0,31.43,36.07
47,TN,Tennessee,15-2011,Actuaries,450.0,0.75,0.137,118020.0,140000.0,70870.0,80940.0,146130.0,186850.0,56.74,67.31
47,TN,Tennessee,15-2031,Operations Research Analysts,1240.0,0.54,0.378,75370.0,83020.0,50330.0,57090.0,104430.0,128290.0,36.23,39.91
47,TN,Tennessee,15-2041,Statisticians,800.0,1.26,0.243,88760.0,92460.0,56350.0,68390.0,106400.0,132550.0,42.67,44.45
47,TN,Tennessee,15-2051,Data Scientists,2550.0,0.51,0.778,104700.0,114830.0,61960.0,82060.0,137880.0,190000.0,50.34,55.21
47,TN,Tennessee,15-2099,"Mathematical Science Occupations, All Other",,,,63190.0,64100.0,46180.0,58900.0,63190.0,81330.0,30.38,30.82
47,TN,Tennessee,17-1011,"Architects, Except Landscape and Naval",2190.0,0.93,0.669,85490.0,98580.0,60210.0,73090.0,119370.0,137190.0,41.1,47.4
47,TN,Tennessee,17-1012,Landscape Architects,170.0,0.41,0.052,74990.0,80770.0,52430.0,59650.0,93730.0,117520.0,36.06,38.83
47,TN,Tennessee,17-1021,Cartographers and Photogrammetrists,150.0,0.54,0.045,74990.0,75210.0,49460.0,59410.0,88940.0,98710.0,36.06,36.16
47,TN,Tennessee,17-1022,Surveyors,800.0,0.71,0.243,74690.0,77950.0,45760.0,57470.0,88470.0,106100.0,35.91,37.48
47,TN,Tennessee,17-2011,Aerospace Engineers,790.0,0.54,0.241,122430.0,120900.0,79390.0,97500.0,140440.0,170980.0,58.86,58.12
47,TN,Tennessee,17-2031,Bioengineers and Biomedical Engineers,260.0,0.55,0.079,103020.0,113260.0,74330.0,81510.0,129800.0,163460.0,49.53,54.45
47,TN,Tennessee,17-2041,Chemical Engineers,450.0,1.05,0.139,110150.0,120970.0,85920.0,93950.0,141170.0,183400.0,52.96,58.16
47,TN,Tennessee,17-2051,Civil Engineers,4660.0,0.62,1.424,97730.0,102150.0,67410.0,79110.0,120010.0,141710.0,46.99,49.11
47,TN,Tennessee,17-2061,Computer Hardware Engineers,320.0,0.2,0.099,100430.0,107010.0,69720.0,71700.0,127030.0,160690.0,48.28,51.45
47,TN,Tennessee,17-2071,Electrical Engineers,2570.0,0.64,0.785,109870.0,114080.0,73590.0,85810.0,135680.0,162450.0,52.82,54.85
47,TN,Tennessee,17-2072,"Electronics Engineers, Except Computer",720.0,0.36,0.221,105390.0,110680.0,78020.0,90910.0,135100.0,150160.0,50.67,53.21
47,TN,Tennessee,17-2081,Environmental Engineers,840.0,1.05,0.258,87920.0,97510.0,53120.0,64690.0,123630.0,149300.0,42.27,46.88
47,TN,Tennessee,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",330.0,0.67,0.102,115190.0,114970.0,65930.0,83840.0,141400.0,156580.0,55.38,55.28
47,TN,Tennessee,17-2112,Industrial Engineers,7200.0,0.97,2.2,98230.0,100230.0,66490.0,79740.0,116230.0,134070.0,47.23,48.19
47,TN,Tennessee,17-2121,Marine Engineers and Naval Architects,50.0,0.3,0.016,95260.0,96600.0,78410.0,95260.0,100150.0,112470.0,45.8,46.44
47,TN,Tennessee,17-2131,Materials Engineers,550.0,1.13,0.167,108670.0,109300.0,72730.0,83550.0,128440.0,155180.0,52.25,52.55
47,TN,Tennessee,17-2141,Mechanical Engineers,3680.0,0.6,1.124,99330.0,101260.0,47000.0,77340.0,126400.0,142230.0,47.75,48.68
47,TN,Tennessee,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",100.0,0.67,0.029,98980.0,106250.0,70870.0,87530.0,121630.0,152460.0,47.59,51.08
47,TN,Tennessee,17-2161,Nuclear Engineers,480.0,1.54,0.147,,,,,,,,
47,TN,Tennessee,17-2171,Petroleum Engineers,50.0,0.13,0.016,164240.0,151770.0,107740.0,107740.0,184520.0,186880.0,78.96,72.97
47,TN,Tennessee,17-2199,"Engineers, All Other",4610.0,1.44,1.408,97990.0,103310.0,57990.0,72320.0,131780.0,168870.0,47.11,49.67
47,TN,Tennessee,17-3011,Architectural and Civil Drafters,1410.0,0.61,0.43,64980.0,66520.0,41500.0,50540.0,78820.0,93260.0,31.24,31.98
47,TN,Tennessee,17-3012,Electrical and Electronics Drafters,360.0,0.84,0.109,77590.0,75300.0,47450.0,62260.0,85530.0,96370.0,37.3,36.2
47,TN,Tennessee,17-3013,Mechanical Drafters,1250.0,1.47,0.381,64180.0,70820.0,45560.0,51770.0,86180.0,109500.0,30.86,34.05
47,TN,Tennessee,17-3019,"Drafters, All Other",210.0,0.63,0.066,68530.0,74660.0,38380.0,49880.0,108710.0,114290.0,32.95,35.9
47,TN,Tennessee,17-3021,Aerospace Engineering and Operations Technologists and Technicians,100.0,0.51,0.03,,,,,,,,
47,TN,Tennessee,17-3022,Civil Engineering Technologists and Technicians,1600.0,1.22,0.49,61920.0,63770.0,49350.0,56220.0,69470.0,75950.0,29.77,30.66
47,TN,Tennessee,17-3023,Electrical and Electronic Engineering Technologists and Technicians,2180.0,1.11,0.666,62050.0,64340.0,38480.0,47840.0,78650.0,92310.0,29.83,30.93
47,TN,Tennessee,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,700.0,2.25,0.214,50440.0,53020.0,39770.0,40420.0,63220.0,67020.0,24.25,25.49
47,TN,Tennessee,17-3025,Environmental Engineering Technologists and Technicians,670.0,2.54,0.206,71210.0,71860.0,43420.0,51510.0,88990.0,94930.0,34.23,34.55
47,TN,Tennessee,17-3026,Industrial Engineering Technologists and Technicians,2290.0,1.47,0.698,59700.0,61590.0,44590.0,52650.0,65260.0,78220.0,28.7,29.61
47,TN,Tennessee,17-3027,Mechanical Engineering Technologists and Technicians,400.0,0.5,0.121,68640.0,70510.0,48640.0,60050.0,82460.0,91980.0,33.0,33.9
47,TN,Tennessee,17-3028,Calibration Technologists and Technicians,330.0,1.01,0.1,66390.0,67360.0,50450.0,64210.0,73170.0,79620.0,31.92,32.39
47,TN,Tennessee,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",830.0,0.61,0.255,64590.0,70280.0,46020.0,54790.0,85320.0,99890.0,31.05,33.79
47,TN,Tennessee,17-3031,Surveying and Mapping Technicians,1330.0,1.11,0.407,48320.0,51010.0,34820.0,38830.0,58840.0,73250.0,23.23,24.53
47,TN,Tennessee,19-1012,Food Scientists and Technologists,70.0,0.22,0.02,79770.0,76430.0,50890.0,68270.0,79770.0,84570.0,38.35,36.74
47,TN,Tennessee,19-1013,Soil and Plant Scientists,260.0,0.75,0.081,63420.0,67520.0,29540.0,40440.0,77940.0,125720.0,30.49,32.46
47,TN,Tennessee,19-1021,Biochemists and Biophysicists,40.0,0.05,0.012,92470.0,116020.0,66010.0,77800.0,136250.0,217220.0,44.46,55.78
47,TN,Tennessee,19-1022,Microbiologists,190.0,0.46,0.059,71140.0,83280.0,47870.0,54350.0,108630.0,135470.0,34.2,40.04
47,TN,Tennessee,19-1023,Zoologists and Wildlife Biologists,210.0,0.59,0.065,59950.0,65370.0,39120.0,48570.0,83590.0,99330.0,28.82,31.43
47,TN,Tennessee,19-1029,"Biological Scientists, All Other",530.0,0.42,0.163,72550.0,72540.0,41600.0,49000.0,89860.0,107240.0,34.88,34.88
47,TN,Tennessee,19-1031,Conservation Scientists,200.0,0.36,0.06,74960.0,78220.0,50110.0,61960.0,95640.0,110140.0,36.04,37.61
47,TN,Tennessee,19-1032,Foresters,140.0,0.66,0.041,69180.0,71900.0,54070.0,62140.0,77940.0,91170.0,33.26,34.57
47,TN,Tennessee,19-1041,Epidemiologists,240.0,0.98,0.073,96910.0,100270.0,70500.0,79340.0,111740.0,135310.0,46.59,48.21
47,TN,Tennessee,19-1042,"Medical Scientists, Except Epidemiologists",4500.0,1.36,1.376,95580.0,104230.0,60150.0,77420.0,126620.0,153060.0,45.95,50.11
47,TN,Tennessee,19-1099,"Life Scientists, All Other",50.0,0.32,0.015,,,,,,,,
47,TN,Tennessee,19-2012,Physicists,260.0,0.58,0.081,173660.0,163690.0,64930.0,125370.0,226750.0,226750.0,83.49,78.7
47,TN,Tennessee,19-2021,Atmospheric and Space Scientists,120.0,0.64,0.037,109800.0,109970.0,50650.0,72550.0,134410.0,173620.0,52.79,52.87
47,TN,Tennessee,19-2031,Chemists,820.0,0.46,0.251,65340.0,75250.0,43540.0,45810.0,94390.0,121990.0,31.41,36.18
47,TN,Tennessee,19-2032,Materials Scientists,430.0,2.42,0.131,,,,,,,,
47,TN,Tennessee,19-2041,"Environmental Scientists and Specialists, Including Health",1160.0,0.64,0.355,76900.0,87530.0,54210.0,64100.0,99330.0,136700.0,36.97,42.08
47,TN,Tennessee,19-2042,"Geoscientists, Except Hydrologists and Geographers",270.0,0.57,0.083,76610.0,84680.0,51850.0,59950.0,99950.0,115750.0,36.83,40.71
47,TN,Tennessee,19-2099,"Physical Scientists, All Other",110.0,0.23,0.034,113730.0,110500.0,57910.0,83320.0,143640.0,158850.0,54.68,53.13
47,TN,Tennessee,19-3011,Economists,,,,110320.0,110010.0,72810.0,82750.0,132170.0,142480.0,53.04,52.89
47,TN,Tennessee,19-3022,Survey Researchers,160.0,1.0,0.05,55950.0,51380.0,28430.0,45610.0,57920.0,62740.0,26.9,24.7
47,TN,Tennessee,19-3033,Clinical and Counseling Psychologists,780.0,0.51,0.238,92320.0,103190.0,59500.0,81790.0,120450.0,148840.0,44.39,49.61
47,TN,Tennessee,19-3034,School Psychologists,940.0,0.69,0.287,68530.0,71470.0,50250.0,62250.0,81530.0,89810.0,32.95,34.36
47,TN,Tennessee,19-3039,"Psychologists, All Other",240.0,0.63,0.072,135570.0,123640.0,72280.0,103790.0,148120.0,156330.0,65.18,59.44
47,TN,Tennessee,19-3051,Urban and Regional Planners,240.0,0.27,0.074,67790.0,72200.0,51200.0,60090.0,80670.0,96880.0,32.59,34.71
47,TN,Tennessee,19-3091,Anthropologists and Archeologists,,,,51460.0,55730.0,39080.0,45360.0,58860.0,75690.0,24.74,26.79
47,TN,Tennessee,19-3099,"Social Scientists and Related Workers, All Other",310.0,0.39,0.093,,,,,,,,
47,TN,Tennessee,19-4012,Agricultural Technicians,190.0,0.63,0.059,51170.0,51910.0,34010.0,41590.0,56820.0,65400.0,24.6,24.96
47,TN,Tennessee,19-4013,Food Science Technicians,90.0,0.3,0.028,52710.0,53960.0,48100.0,48490.0,55760.0,70460.0,25.34,25.94
47,TN,Tennessee,19-4021,Biological Technicians,1380.0,0.85,0.422,58520.0,59400.0,40280.0,47910.0,73190.0,92250.0,28.14,28.56
47,TN,Tennessee,19-4031,Chemical Technicians,1740.0,1.47,0.531,51030.0,55800.0,39520.0,45000.0,65440.0,81740.0,24.53,26.83
47,TN,Tennessee,19-4042,"Environmental Science and Protection Technicians, Including Health",300.0,0.36,0.092,55940.0,57600.0,30130.0,47390.0,65680.0,81610.0,26.9,27.69
47,TN,Tennessee,19-4043,"Geological Technicians, Except Hydrologic Technicians",190.0,0.91,0.057,51010.0,54630.0,40470.0,40470.0,62450.0,75180.0,24.53,26.27
47,TN,Tennessee,19-4051,Nuclear Technicians,70.0,0.56,0.022,94620.0,97560.0,78000.0,88630.0,106040.0,126800.0,45.49,46.9
47,TN,Tennessee,19-4061,Social Science Research Assistants,110.0,0.15,0.033,37860.0,36770.0,15080.0,29070.0,43810.0,52960.0,18.2,17.68
47,TN,Tennessee,19-4071,Forest and Conservation Technicians,430.0,0.64,0.13,47370.0,48480.0,29500.0,40320.0,55120.0,64110.0,22.78,23.31
47,TN,Tennessee,19-4092,Forensic Science Technicians,320.0,0.77,0.097,70500.0,78510.0,45830.0,51660.0,99880.0,127040.0,33.9,37.75
47,TN,Tennessee,19-4099,"Life, Physical, and Social Science Technicians, All Other",460.0,0.31,0.142,47520.0,64970.0,27690.0,41110.0,78640.0,116370.0,22.85,31.24
47,TN,Tennessee,19-5011,Occupational Health and Safety Specialists,2470.0,0.91,0.754,76770.0,77910.0,44200.0,57040.0,96720.0,113690.0,36.91,37.46
47,TN,Tennessee,19-5012,Occupational Health and Safety Technicians,480.0,0.72,0.147,51210.0,58780.0,43530.0,47420.0,65940.0,83350.0,24.62,28.26
47,TN,Tennessee,21-1012,"Educational, Guidance, and Career Counselors and Advisors",6090.0,0.84,1.859,59090.0,60390.0,41810.0,49630.0,68780.0,83850.0,28.41,29.04
47,TN,Tennessee,21-1013,Marriage and Family Therapists,2590.0,1.85,0.79,45660.0,46510.0,31000.0,38600.0,51210.0,60820.0,21.95,22.36
47,TN,Tennessee,21-1015,Rehabilitation Counselors,940.0,0.5,0.286,45370.0,47480.0,35210.0,39270.0,55440.0,62380.0,21.81,22.83
47,TN,Tennessee,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",7310.0,0.78,2.233,48170.0,51480.0,30890.0,36910.0,60900.0,75240.0,23.16,24.75
47,TN,Tennessee,21-1019,"Counselors, All Other",960.0,1.36,0.293,51900.0,53710.0,34480.0,47930.0,56990.0,62160.0,24.95,25.82
47,TN,Tennessee,21-1021,"Child, Family, and School Social Workers",7150.0,0.88,2.185,56390.0,57890.0,40040.0,46930.0,68970.0,78360.0,27.11,27.83
47,TN,Tennessee,21-1022,Healthcare Social Workers,5780.0,1.46,1.765,61910.0,64280.0,41040.0,50240.0,78030.0,86370.0,29.76,30.9
47,TN,Tennessee,21-1023,Mental Health and Substance Abuse Social Workers,2130.0,0.8,0.65,48760.0,53240.0,38480.0,44990.0,59070.0,72660.0,23.44,25.6
47,TN,Tennessee,21-1029,"Social Workers, All Other",1940.0,1.4,0.591,52060.0,61470.0,26380.0,37900.0,88750.0,108160.0,25.03,29.55
47,TN,Tennessee,21-1091,Health Education Specialists,870.0,0.63,0.265,55970.0,59840.0,37120.0,43330.0,76350.0,80600.0,26.91,28.77
47,TN,Tennessee,21-1092,Probation Officers and Correctional Treatment Specialists,2350.0,1.28,0.718,58010.0,57220.0,44070.0,50660.0,63680.0,69470.0,27.89,27.51
47,TN,Tennessee,21-1093,Social and Human Service Assistants,5100.0,0.57,1.558,38710.0,40720.0,30730.0,34880.0,44920.0,52310.0,18.61,19.58
47,TN,Tennessee,21-1094,Community Health Workers,590.0,0.46,0.181,37720.0,41060.0,31450.0,35420.0,45440.0,52070.0,18.14,19.74
47,TN,Tennessee,21-1099,"Community and Social Service Specialists, All Other",2050.0,0.88,0.628,52210.0,51600.0,35290.0,46280.0,58560.0,66760.0,25.1,24.81
47,TN,Tennessee,21-2011,Clergy,780.0,0.64,0.239,51580.0,54010.0,29630.0,44170.0,61700.0,74000.0,24.8,25.96
47,TN,Tennessee,21-2021,"Directors, Religious Activities and Education",170.0,0.37,0.052,69410.0,72710.0,32340.0,54650.0,95360.0,101790.0,33.37,34.96
47,TN,Tennessee,21-2099,"Religious Workers, All Other",220.0,0.84,0.066,45160.0,52090.0,36650.0,38440.0,63390.0,79450.0,21.71,25.04
47,TN,Tennessee,23-1011,Lawyers,8830.0,0.56,2.696,130570.0,155290.0,66060.0,94190.0,187400.0,,62.77,74.66
47,TN,Tennessee,23-1012,Judicial Law Clerks,590.0,2.11,0.181,80440.0,81080.0,46550.0,57780.0,96000.0,128000.0,38.68,38.98
47,TN,Tennessee,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",390.0,1.14,0.12,110140.0,109260.0,43170.0,60990.0,144680.0,203990.0,52.95,52.53
47,TN,Tennessee,23-1022,"Arbitrators, Mediators, and Conciliators",50.0,0.3,0.015,60380.0,65340.0,42890.0,45280.0,77260.0,87500.0,29.03,31.41
47,TN,Tennessee,23-1023,"Judges, Magistrate Judges, and Magistrates",520.0,0.96,0.159,178730.0,161890.0,71340.0,106070.0,218190.0,218190.0,85.93,77.83
47,TN,Tennessee,23-2011,Paralegals and Legal Assistants,5890.0,0.75,1.797,55270.0,57360.0,37810.0,46350.0,63860.0,76510.0,26.57,27.58
47,TN,Tennessee,23-2093,"Title Examiners, Abstractors, and Searchers",1380.0,1.35,0.42,48020.0,49540.0,32120.0,39180.0,57510.0,66210.0,23.09,23.82
47,TN,Tennessee,23-2099,"Legal Support Workers, All Other",530.0,0.53,0.163,66960.0,78160.0,35470.0,53910.0,90240.0,139110.0,32.19,37.58
47,TN,Tennessee,25-1011,"Business Teachers, Postsecondary",1220.0,0.71,0.374,99280.0,114380.0,52180.0,65000.0,137290.0,176620.0,,
47,TN,Tennessee,25-1021,"Computer Science Teachers, Postsecondary",530.0,0.68,0.161,85680.0,96160.0,60370.0,66000.0,122030.0,134730.0,,
47,TN,Tennessee,25-1022,"Mathematical Science Teachers, Postsecondary",900.0,0.87,0.276,64320.0,81470.0,47350.0,59540.0,88690.0,133120.0,,
47,TN,Tennessee,25-1031,"Architecture Teachers, Postsecondary",90.0,0.45,0.027,84510.0,91520.0,61110.0,61110.0,105480.0,141460.0,,
47,TN,Tennessee,25-1032,"Engineering Teachers, Postsecondary",660.0,0.78,0.201,109360.0,126720.0,74640.0,85480.0,136960.0,202610.0,,
47,TN,Tennessee,25-1041,"Agricultural Sciences Teachers, Postsecondary",230.0,1.23,0.069,85420.0,90710.0,55320.0,77240.0,102640.0,126350.0,,
47,TN,Tennessee,25-1042,"Biological Science Teachers, Postsecondary",970.0,0.86,0.298,80190.0,92810.0,49470.0,62180.0,107180.0,142940.0,,
47,TN,Tennessee,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",30.0,1.17,0.01,103650.0,119130.0,91000.0,103650.0,137280.0,137280.0,,
47,TN,Tennessee,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",80.0,0.34,0.025,79800.0,140040.0,48630.0,68580.0,106560.0,124240.0,,
47,TN,Tennessee,25-1052,"Chemistry Teachers, Postsecondary",390.0,0.89,0.118,80650.0,94670.0,53250.0,64480.0,102590.0,136420.0,,
47,TN,Tennessee,25-1053,"Environmental Science Teachers, Postsecondary",70.0,0.45,0.021,83860.0,88390.0,64420.0,68910.0,107630.0,111370.0,,
47,TN,Tennessee,25-1054,"Physics Teachers, Postsecondary",380.0,1.32,0.117,80000.0,98220.0,53990.0,64410.0,129100.0,159330.0,,
47,TN,Tennessee,25-1061,"Anthropology and Archeology Teachers, Postsecondary",100.0,0.86,0.029,77810.0,87290.0,48430.0,57690.0,102060.0,134280.0,,
47,TN,Tennessee,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",50.0,0.19,0.014,,,,,,,,
47,TN,Tennessee,25-1063,"Economics Teachers, Postsecondary",280.0,1.05,0.085,104760.0,113770.0,61670.0,74870.0,140180.0,165470.0,,
47,TN,Tennessee,25-1064,"Geography Teachers, Postsecondary",100.0,1.42,0.03,76450.0,81450.0,48320.0,50010.0,101080.0,111530.0,,
47,TN,Tennessee,25-1065,"Political Science Teachers, Postsecondary",190.0,0.52,0.058,83770.0,101350.0,52910.0,63000.0,125540.0,155260.0,,
47,TN,Tennessee,25-1066,"Psychology Teachers, Postsecondary",750.0,0.85,0.229,73360.0,83720.0,49140.0,60410.0,100710.0,132410.0,,
47,TN,Tennessee,25-1067,"Sociology Teachers, Postsecondary",240.0,0.91,0.073,68510.0,74820.0,45110.0,55310.0,86060.0,109700.0,,
47,TN,Tennessee,25-1069,"Social Sciences Teachers, Postsecondary, All Other",170.0,0.45,0.052,62920.0,62010.0,37350.0,49450.0,68550.0,84520.0,,
47,TN,Tennessee,25-1071,"Health Specialties Teachers, Postsecondary",3830.0,0.79,1.17,96030.0,110240.0,34860.0,60980.0,136880.0,173640.0,,
47,TN,Tennessee,25-1072,"Nursing Instructors and Teachers, Postsecondary",1310.0,0.83,0.401,76620.0,80260.0,51480.0,64230.0,83840.0,105700.0,,
47,TN,Tennessee,25-1081,"Education Teachers, Postsecondary",910.0,0.72,0.278,64480.0,73130.0,48750.0,59580.0,80530.0,103730.0,,
47,TN,Tennessee,25-1082,"Library Science Teachers, Postsecondary",210.0,2.42,0.064,66490.0,80880.0,59510.0,60830.0,99910.0,107350.0,,
47,TN,Tennessee,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",160.0,0.55,0.048,60780.0,63460.0,44870.0,53000.0,72840.0,81630.0,,
47,TN,Tennessee,25-1112,"Law Teachers, Postsecondary",190.0,0.4,0.059,171280.0,170840.0,71160.0,102320.0,212110.0,,,
47,TN,Tennessee,25-1113,"Social Work Teachers, Postsecondary",200.0,0.72,0.063,61780.0,70020.0,37950.0,49940.0,80970.0,110600.0,,
47,TN,Tennessee,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1530.0,0.74,0.468,65000.0,78850.0,47020.0,53060.0,82460.0,107610.0,,
47,TN,Tennessee,25-1122,"Communications Teachers, Postsecondary",430.0,0.69,0.131,60810.0,69990.0,47790.0,51180.0,77320.0,102090.0,,
47,TN,Tennessee,25-1123,"English Language and Literature Teachers, Postsecondary",1160.0,0.92,0.356,61820.0,67060.0,48680.0,51240.0,77760.0,94960.0,,
47,TN,Tennessee,25-1124,"Foreign Language and Literature Teachers, Postsecondary",360.0,0.8,0.11,64570.0,67830.0,43150.0,50810.0,78100.0,99630.0,,
47,TN,Tennessee,25-1125,"History Teachers, Postsecondary",530.0,1.25,0.162,66770.0,75330.0,47750.0,59920.0,83500.0,103890.0,,
47,TN,Tennessee,25-1126,"Philosophy and Religion Teachers, Postsecondary",540.0,1.23,0.166,67050.0,75020.0,49990.0,60750.0,82800.0,103940.0,,
47,TN,Tennessee,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",150.0,0.55,0.045,79410.0,79800.0,52100.0,64580.0,96040.0,106450.0,,
47,TN,Tennessee,25-1194,"Career/Technical Education Teachers, Postsecondary",2300.0,0.97,0.702,59590.0,59890.0,37680.0,48470.0,71030.0,83230.0,28.65,28.79
47,TN,Tennessee,25-1199,"Postsecondary Teachers, All Other",2850.0,0.88,0.869,65610.0,77670.0,31640.0,53330.0,85060.0,116130.0,,
47,TN,Tennessee,25-2011,"Preschool Teachers, Except Special Education",4890.0,0.52,1.492,35980.0,41080.0,26980.0,28580.0,51290.0,61880.0,17.3,19.75
47,TN,Tennessee,25-2012,"Kindergarten Teachers, Except Special Education",2880.0,1.19,0.881,50410.0,54650.0,44760.0,48260.0,60730.0,65980.0,,
